lambda (nm),n,alpha (deg),f,TE
1300,1.6,32,0.4,0.666973237
1300,1.6,32,0.42,0.721092521
1300,1.6,32,0.44,0.77709026
1300,1.6,32,0.46,0.829484647
1300,1.6,32,0.48,0.874098831
1300,1.6,32,0.5,0.909058247
1300,1.6,34,0.3,0.557826479
1300,1.6,34,0.32,0.544056209
1300,1.6,34,0.34,0.548053433
1300,1.6,34,0.36,0.568488884
1300,1.6,34,0.38,0.603354403
1300,1.6,34,0.4,0.649658546
1300,1.6,34,0.42,0.703135151
1300,1.6,34,0.44,0.758161476
1300,1.6,34,0.46,0.809324544
1300,1.6,34,0.48,0.852645797
1300,1.6,34,0.5,0.886503148
1300,1.6,36,0.3,0.523999272
1300,1.6,36,0.32,0.511570824
1300,1.6,36,0.34,0.516580314
1300,1.6,36,0.36,0.537778529
1300,1.6,36,0.38,0.573208298
1300,1.6,36,0.4,0.619830463
1300,1.6,36,0.42,0.673200263
1300,1.6,36,0.44,0.72745773
1300,1.6,36,0.46,0.77706383
1300,1.6,36,0.48,0.818207863
1300,1.6,36,0.5,0.849689551
1300,1.6,38,0.3,0.463783989
1300,1.6,38,0.32,0.454830152
1300,1.6,38,0.34,0.463835459
1300,1.6,38,0.36,0.489650932
1300,1.6,38,0.38,0.529976497
1300,1.6,38,0.4,0.580264305
1300,1.6,38,0.42,0.632993099
1300,1.6,38,0.44,0.678435401
1300,1.6,38,0.46,0.708302232
1300,1.6,38,0.48,0.718362953
1300,1.6,38,0.5,0.707955782
1300,1.6,40,0.3,0.437446715
1300,1.6,40,0.32,0.425610813
1300,1.6,40,0.34,0.429295359
1300,1.6,40,0.36,0.447567337
1300,1.6,40,0.38,0.478966742
1300,1.6,40,0.4,0.521199133
1300,1.6,40,0.42,0.570747882
1300,1.6,40,0.44,0.622619795
1300,1.6,40,0.46,0.671646499
1300,1.6,40,0.48,0.713684149
1300,1.6,40,0.5,0.746746786
1300,1.6,42,0.3,0.374336783
1300,1.6,42,0.32,0.365092843
1300,1.6,42,0.34,0.371088712
1300,1.6,42,0.36,0.39168201
1300,1.6,42,0.38,0.425640241
1300,1.6,42,0.4,0.470568946
1300,1.6,42,0.42,0.522245385
1300,1.6,42,0.44,0.574369742
1300,1.6,42,0.46,0.62032353
1300,1.6,42,0.48,0.655201938
1300,1.6,42,0.5,0.677081207
1300,1.6,44,0.3,0.309538078
1300,1.6,44,0.32,0.302440869
1300,1.6,44,0.34,0.310305067
1300,1.6,44,0.36,0.33298918
1300,1.6,44,0.38,0.369605664
1300,1.6,44,0.4,0.417300586
1300,1.6,44,0.42,0.469587783
1300,1.6,44,0.44,0.515305902
1300,1.6,44,0.46,0.540545656
1300,1.6,44,0.48,0.530410105
1300,1.6,44,0.5,0.46205605
1300,1.6,46,0.3,0.237179223
1300,1.6,46,0.32,0.231502015
1300,1.6,46,0.34,0.240654572
1300,1.6,46,0.36,0.264517774
1300,1.6,46,0.38,0.297332232
1300,1.6,46,0.4,0.31202982
1300,1.6,46,0.42,0.242519333
1300,1.6,46,0.44,0.079240133
1300,1.6,46,0.46,5.97E-04
1300,1.6,46,0.48,0.089342602
1300,1.6,46,0.5,0.264771284
1300,1.6,48,0.3,0.046807333
1300,1.6,48,0.32,0.034141869
1300,1.6,48,0.34,0.090100638
1300,1.6,48,0.36,0.116426931
1300,1.6,48,0.38,0.132966933
1300,1.6,48,0.4,0.154416954
1300,1.6,48,0.42,0.185874747
1300,1.6,48,0.44,0.229694221
1300,1.6,48,0.46,0.286497532
1300,1.6,48,0.48,0.354149382
1300,1.6,48,0.5,0.426877395
1300,1.6,50,0.3,0.192847518
1300,1.6,50,0.32,0.169443968
1300,1.6,50,0.34,0.156829423
1300,1.6,50,0.36,0.154172916
1300,1.6,50,0.38,0.161377981
1300,1.6,50,0.4,0.178982772
1300,1.6,50,0.42,0.20770316
1300,1.6,50,0.44,0.247796752
1300,1.6,50,0.46,0.298610576
1300,1.6,50,0.48,0.357775948
1300,1.6,50,0.5,0.421100939
1300,1.7,30,0.3,0.492688212
1300,1.7,30,0.32,0.482389881
1300,1.7,30,0.34,0.490580508
1300,1.7,30,0.36,0.515877813
1300,1.7,30,0.38,0.556464703
1300,1.7,30,0.4,0.609594218
1300,1.7,30,0.42,0.671256142
1300,1.7,30,0.44,0.735722232
1300,1.7,30,0.46,0.797256233
1300,1.7,30,0.48,0.851184578
1300,1.7,30,0.5,0.895085771
1300,1.7,32,0.3,0.491241149
1300,1.7,32,0.32,0.481042417
1300,1.7,32,0.34,0.489228868
1300,1.7,32,0.36,0.514406979
1300,1.7,32,0.38,0.554729866
1300,1.7,32,0.4,0.607404628
1300,1.7,32,0.42,0.668411221
1300,1.7,32,0.44,0.732108937
1300,1.7,32,0.46,0.792908665
1300,1.7,32,0.48,0.846339912
1300,1.7,32,0.5,0.890115882
1300,1.7,34,0.3,0.475276009
1300,1.7,34,0.32,0.465617651
1300,1.7,34,0.34,0.474105463
1300,1.7,34,0.36,0.499396211
1300,1.7,34,0.38,0.539680939
1300,1.7,34,0.4,0.592165334
1300,1.7,34,0.42,0.652804275
1300,1.7,34,0.44,0.715968411
1300,1.7,34,0.46,0.776113137
1300,1.7,34,0.48,0.828923991
1300,1.7,34,0.5,0.872302555
1300,1.7,36,0.3,0.445793782
1300,1.7,36,0.32,0.437220815
1300,1.7,36,0.34,0.446498875
1300,1.7,36,0.36,0.472409526
1300,1.7,36,0.38,0.513246578
1300,1.7,36,0.4,0.566221123
1300,1.7,36,0.42,0.627158676
1300,1.7,36,0.44,0.690243123
1300,1.7,36,0.46,0.749776624
1300,1.7,36,0.48,0.80154031
1300,1.7,36,0.5,0.843745688
1300,1.7,38,0.3,0.393088651
1300,1.7,38,0.32,0.388161037
1300,1.7,38,0.34,0.401689844
1300,1.7,38,0.36,0.432892591
1300,1.7,38,0.38,0.480175364
1300,1.7,38,0.4,0.539829959
1300,1.7,38,0.42,0.605101419
1300,1.7,38,0.44,0.666297494
1300,1.7,38,0.46,0.714016598
1300,1.7,38,0.48,0.74163636
1300,1.7,38,0.5,0.744698857
1300,1.7,40,0.3,0.370959128
1300,1.7,40,0.32,0.361994226
1300,1.7,40,0.34,0.368980943
1300,1.7,40,0.36,0.390932526
1300,1.7,40,0.38,0.426536282
1300,1.7,40,0.4,0.473623206
1300,1.7,40,0.42,0.528864561
1300,1.7,40,0.44,0.58738103
1300,1.7,40,0.46,0.644044516
1300,1.7,40,0.48,0.694678787
1300,1.7,40,0.5,0.737160666
1300,1.7,42,0.3,0.316033602
1300,1.7,42,0.32,0.309417368
1300,1.7,42,0.34,0.318381465
1300,1.7,42,0.36,0.342320176
1300,1.7,42,0.38,0.380259985
1300,1.7,42,0.4,0.430096841
1300,1.7,42,0.42,0.488016223
1300,1.7,42,0.44,0.54809638
1300,1.7,42,0.46,0.603901388
1300,1.7,42,0.48,0.650415557
1300,1.7,42,0.5,0.685186275
1300,1.7,44,0.3,0.259681017
1300,1.7,44,0.32,0.254953004
1300,1.7,44,0.34,0.265370865
1300,1.7,44,0.36,0.290890213
1300,1.7,44,0.38,0.331032461
1300,1.7,44,0.4,0.383616101
1300,1.7,44,0.42,0.443249887
1300,1.7,44,0.44,0.4997829
1300,1.7,44,0.46,0.53810861
1300,1.7,44,0.48,0.532727119
1300,1.7,44,0.5,0.40066595
1300,1.7,46,0.3,0.196296708
1300,1.7,46,0.32,0.192900817
1300,1.7,46,0.34,0.204149908
1300,1.7,46,0.36,0.230068788
1300,1.7,46,0.38,0.265568513
1300,1.7,46,0.4,0.280661293
1300,1.7,46,0.42,0.178053766
1300,1.7,46,0.44,0.00444072
1300,1.7,46,0.46,0.10089695
1300,1.7,46,0.48,0.303238376
1300,1.7,46,0.5,0.468340363
1300,1.7,48,0.3,0.042791693
1300,1.7,48,0.32,0.061597094
1300,1.7,48,0.34,0.105439583
1300,1.7,48,0.36,0.123179928
1300,1.7,48,0.38,0.143519051
1300,1.7,48,0.4,0.175740873
1300,1.7,48,0.42,0.222881036
1300,1.7,48,0.44,0.285511698
1300,1.7,48,0.46,0.361143995
1300,1.7,48,0.48,0.443200131
1300,1.7,48,0.5,0.522554635
1300,1.7,50,0.3,0.166852896
1300,1.7,50,0.32,0.146364933
1300,1.7,50,0.34,0.138118411
1300,1.7,50,0.36,0.141694089
1300,1.7,50,0.38,0.158008235
1300,1.7,50,0.4,0.188911532
1300,1.7,50,0.42,0.236557801
1300,1.7,50,0.44,0.302324084
1300,1.7,50,0.46,0.385771394
1300,1.7,50,0.48,0.482650884
1300,1.7,50,0.5,0.568464643
1300,1.8,30,0.3,0.406002709
1300,1.8,30,0.32,0.399874795
1300,1.8,30,0.34,0.412178132
1300,1.8,30,0.36,0.441504881
1300,1.8,30,0.38,0.486292369
1300,1.8,30,0.4,0.544152014
1300,1.8,30,0.42,0.611186602
1300,1.8,30,0.44,0.681691511
1300,1.8,30,0.46,0.749718569
1300,1.8,30,0.48,0.810338908
1300,1.8,30,0.5,0.860530095
1300,1.8,32,0.3,0.404678822
1300,1.8,32,0.32,0.398692074
1300,1.8,32,0.34,0.411132276
1300,1.8,32,0.36,0.44058146
1300,1.8,32,0.38,0.485441667
1300,1.8,32,0.4,0.543279387
1300,1.8,32,0.42,0.610168182
1300,1.8,32,0.44,0.680461559
1300,1.8,32,0.46,0.748306449
1300,1.8,32,0.48,0.808905334
1300,1.8,32,0.5,0.859298636
1300,1.8,34,0.3,0.390924801
1300,1.8,34,0.32,0.385430018
1300,1.8,34,0.34,0.398206271
1300,1.8,34,0.36,0.427897725
1300,1.8,34,0.38,0.472944053
1300,1.8,34,0.4,0.530918075
1300,1.8,34,0.42,0.597865909
1300,1.8,34,0.44,0.668144374
1300,1.8,34,0.46,0.73591502
1300,1.8,34,0.48,0.796473161
1300,1.8,34,0.5,0.846957544
1300,1.8,36,0.3,0.365635924
1300,1.8,36,0.32,0.361101194
1300,1.8,36,0.34,0.374607527
1300,1.8,36,0.36,0.404956294
1300,1.8,36,0.38,0.450708524
1300,1.8,36,0.4,0.509473395
1300,1.8,36,0.42,0.577199796
1300,1.8,36,0.44,0.648080035
1300,1.8,36,0.46,0.716101583
1300,1.8,36,0.48,0.77656216
1300,1.8,36,0.5,0.826738478
1300,1.8,38,0.3,0.320793495
1300,1.8,38,0.32,0.319785705
1300,1.8,38,0.34,0.337491203
1300,1.8,38,0.36,0.373388803
1300,1.8,38,0.38,0.426485037
1300,1.8,38,0.4,0.493962757
1300,1.8,38,0.42,0.569680956
1300,1.8,38,0.44,0.643903536
1300,1.8,38,0.46,0.705545791
1300,1.8,38,0.48,0.743997875
1300,1.8,38,0.5,0.746381404
1300,1.8,40,0.3,0.301402166
1300,1.8,40,0.32,0.296101682
1300,1.8,40,0.34,0.307031044
1300,1.8,40,0.36,0.333162744
1300,1.8,40,0.38,0.373319199
1300,1.8,40,0.4,0.425563063
1300,1.8,40,0.42,0.486564915
1300,1.8,40,0.44,0.551489925
1300,1.8,40,0.46,0.615227751
1300,1.8,40,0.48,0.673645117
1300,1.8,40,0.5,0.7242673
1300,1.8,42,0.3,0.254667832
1300,1.8,42,0.32,0.251395703
1300,1.8,42,0.34,0.263916291
1300,1.8,42,0.36,0.291642443
1300,1.8,42,0.38,0.333778991
1300,1.8,42,0.4,0.388530796
1300,1.8,42,0.42,0.452264286
1300,1.8,42,0.44,0.519412039
1300,1.8,42,0.46,0.583896327
1300,1.8,42,0.48,0.640786542
1300,1.8,42,0.5,0.686049808
1300,1.8,44,0.3,0.206742944
1300,1.8,44,0.32,0.204958061
1300,1.8,44,0.34,0.218311519
1300,1.8,44,0.36,0.246727306
1300,1.8,44,0.38,0.289823415
1300,1.8,44,0.4,0.345740953
1300,1.8,44,0.42,0.409548765
1300,1.8,44,0.44,0.471369588
1300,1.8,44,0.46,0.509004765
1300,1.8,44,0.48,0.402555162
1300,1.8,44,0.5,0.148052796
1300,1.8,46,0.3,0.15253444
1300,1.8,46,0.32,0.151380449
1300,1.8,46,0.34,0.163804869
1300,1.8,46,0.36,0.188511306
1300,1.8,46,0.38,0.216369374
1300,1.8,46,0.4,0.194050765
1300,1.8,46,0.42,0.006327571
1300,1.8,46,0.44,0.19015158
1300,1.8,46,0.46,0.396340123
1300,1.8,46,0.48,0.516553395
1300,1.8,46,0.5,0.595257799
1300,1.8,48,0.3,0.048464844
1300,1.8,48,0.32,0.102152488
1300,1.8,48,0.34,0.12470259
1300,1.8,48,0.36,0.140708011
1300,1.8,48,0.38,0.173912554
1300,1.8,48,0.4,0.228187231
1300,1.8,48,0.42,0.302882201
1300,1.8,48,0.44,0.391576161
1300,1.8,48,0.46,0.482182106
1300,1.8,48,0.48,0.561141315
1300,1.8,48,0.5,0.615394622
1300,1.8,50,0.3,0.135778031
1300,1.8,50,0.32,0.121494763
1300,1.8,50,0.34,0.121703113
1300,1.8,50,0.36,0.138153452
1300,1.8,50,0.38,0.175889107
1300,1.8,50,0.4,0.242707078
1300,1.8,50,0.42,0.345729343
1300,1.8,50,0.44,0.477112276
1300,1.8,50,0.46,0.560996372
1300,1.8,50,0.48,0.366052085
1300,1.8,50,0.5,0.091156273
1300,1.9,30,0.3,0.318065069
1300,1.9,30,0.32,0.316726503
1300,1.9,30,0.34,0.333574353
1300,1.9,30,0.36,0.367481824
1300,1.9,30,0.38,0.417136902
1300,1.9,30,0.4,0.480348527
1300,1.9,30,0.42,0.553320762
1300,1.9,30,0.44,0.630266426
1300,1.9,30,0.46,0.704610556
1300,1.9,30,0.48,0.770701679
1300,1.9,30,0.5,0.824891928
1300,1.9,32,0.3,0.31700415
1300,1.9,32,0.32,0.315982641
1300,1.9,32,0.34,0.333227499
1300,1.9,32,0.36,0.367601394
1300,1.9,32,0.38,0.417734426
1300,1.9,32,0.4,0.4813741
1300,1.9,32,0.42,0.554672981
1300,1.9,32,0.44,0.631845398
1300,1.9,32,0.46,0.706334732
1300,1.9,32,0.48,0.772545145
1300,1.9,32,0.5,0.826823683
1300,1.9,34,0.3,0.305602049
1300,1.9,34,0.32,0.305146956
1300,1.9,34,0.34,0.32287459
1300,1.9,34,0.36,0.3577081
1300,1.9,34,0.38,0.408292279
1300,1.9,34,0.4,0.472367958
1300,1.9,34,0.42,0.546062084
1300,1.9,34,0.44,0.623580826
1300,1.9,34,0.46,0.698347051
1300,1.9,34,0.48,0.764779163
1300,1.9,34,0.5,0.819180924
1300,1.9,36,0.3,0.284594623
1300,1.9,36,0.32,0.285045632
1300,1.9,36,0.34,0.30350505
1300,1.9,36,0.36,0.339055728
1300,1.9,36,0.38,0.390448647
1300,1.9,36,0.4,0.455466037
1300,1.9,36,0.42,0.530185081
1300,1.9,36,0.44,0.60869533
1300,1.9,36,0.46,0.684226873
1300,1.9,36,0.48,0.751033784
1300,1.9,36,0.5,0.805177506
1300,1.9,38,0.3,0.246990757
1300,1.9,38,0.32,0.250297723
1300,1.9,38,0.34,0.272187609
1300,1.9,38,0.36,0.312479218
1300,1.9,38,0.38,0.370520856
1300,1.9,38,0.4,0.444065777
1300,1.9,38,0.42,0.527603177
1300,1.9,38,0.44,0.61089933
1300,1.9,38,0.46,0.678742712
1300,1.9,38,0.48,0.709647147
1300,1.9,38,0.5,0.664256202
1300,1.9,40,0.3,0.231690157
1300,1.9,40,0.32,0.231604318
1300,1.9,40,0.34,0.247859966
1300,1.9,40,0.36,0.279650903
1300,1.9,40,0.38,0.325815011
1300,1.9,40,0.4,0.384307889
1300,1.9,40,0.42,0.451755965
1300,1.9,40,0.44,0.523432549
1300,1.9,40,0.46,0.594224832
1300,1.9,40,0.48,0.659932754
1300,1.9,40,0.5,0.71736546
1300,1.9,42,0.3,0.193008638
1300,1.9,42,0.32,0.194442603
1300,1.9,42,0.34,0.211685182
1300,1.9,42,0.36,0.24432921
1300,1.9,42,0.38,0.2914908
1300,1.9,42,0.4,0.351172557
1300,1.9,42,0.42,0.419824837
1300,1.9,42,0.44,0.4924596
1300,1.9,42,0.46,0.563162517
1300,1.9,42,0.48,0.622123613
1300,1.9,42,0.5,0.580431432
1300,1.9,44,0.3,0.153336331
1300,1.9,44,0.32,0.155519746
1300,1.9,44,0.34,0.172403415
1300,1.9,44,0.36,0.203674524
1300,1.9,44,0.38,0.248017411
1300,1.9,44,0.4,0.301809587
1300,1.9,44,0.42,0.356565444
1300,1.9,44,0.44,0.382174283
1300,1.9,44,0.46,0.085877032
1300,1.9,44,0.48,0.430772504
1300,1.9,44,0.5,0.582726192
1300,1.9,46,0.3,0.107614222
1300,1.9,46,0.32,0.108377189
1300,1.9,46,0.34,0.119267197
1300,1.9,46,0.36,0.132998473
1300,1.9,46,0.38,0.117120226
1300,1.9,46,0.4,0.012480189
1300,1.9,46,0.42,0.3761476
1300,1.9,46,0.44,0.483157278
1300,1.9,46,0.46,0.53836234
1300,1.9,46,0.48,0.581466324
1300,1.9,46,0.5,0.616718819
1300,1.9,48,0.3,0.082409089
1300,1.9,48,0.32,0.153389229
1300,1.9,48,0.34,0.164546734
1300,1.9,48,0.36,0.198134581
1300,1.9,48,0.38,0.264621
1300,1.9,48,0.4,0.355097421
1300,1.9,48,0.42,0.44845024
1300,1.9,48,0.44,0.520798849
1300,1.9,48,0.46,0.557405534
1300,1.9,48,0.48,0.544355316
1300,1.9,48,0.5,0.435383543
1300,1.9,50,0.3,0.108089882
1300,1.9,50,0.32,0.105893046
1300,1.9,50,0.34,0.125705173
1300,1.9,50,0.36,0.180405662
1300,1.9,50,0.38,0.290127808
1300,1.9,50,0.4,0.435756764
1300,1.9,50,0.42,0.463925699
1300,1.9,50,0.44,0.303283146
1300,1.9,50,0.46,0.137457882
1300,1.9,50,0.48,0.094178224
1300,1.9,50,0.5,0.163390343
1300,2,30,0.3,0.235280173
1300,2,30,0.32,0.241052589
1300,2,30,0.34,0.264977791
1300,2,30,0.36,0.306135859
1300,2,30,0.38,0.363411375
1300,2,30,0.4,0.434862289
1300,2,30,0.42,0.516529132
1300,2,30,0.44,0.601826345
1300,2,30,0.46,0.682519768
1300,2,30,0.48,0.751729134
1300,2,30,0.5,0.805411308
1300,2,32,0.3,0.234727755
1300,2,32,0.32,0.24103644
1300,2,32,0.34,0.265621437
1300,2,32,0.36,0.307532791
1300,2,32,0.38,0.365585529
1300,2,32,0.4,0.437762652
1300,2,32,0.42,0.520021229
1300,2,32,0.44,0.605691657
1300,2,32,0.46,0.686465924
1300,2,32,0.48,0.755443614
1300,2,32,0.5,0.808527928
1300,2,34,0.3,0.2258506
1300,2,34,0.32,0.232815293
1300,2,34,0.34,0.258012361
1300,2,34,0.36,0.300524448
1300,2,34,0.38,0.359151579
1300,2,34,0.4,0.431859335
1300,2,34,0.42,0.514611572
1300,2,34,0.44,0.600741052
1300,2,34,0.46,0.681864902
1300,2,34,0.48,0.750908543
1300,2,34,0.5,0.803438227
1300,2,36,0.3,0.20913086
1300,2,36,0.32,0.21690936
1300,2,36,0.34,0.242769763
1300,2,36,0.36,0.285916137
1300,2,36,0.38,0.345210155
1300,2,36,0.4,0.418668135
1300,2,36,0.42,0.502329452
1300,2,36,0.44,0.589510711
1300,2,36,0.46,0.671490051
1300,2,36,0.48,0.740364463
1300,2,36,0.5,0.789988523
1300,2,38,0.3,0.17731691
1300,2,38,0.32,0.186722131
1300,2,38,0.34,0.214430907
1300,2,38,0.36,0.260231768
1300,2,38,0.38,0.323581032
1300,2,38,0.4,0.402754292
1300,2,38,0.42,0.492206549
1300,2,38,0.44,0.577595808
1300,2,38,0.46,0.627427608
1300,2,38,0.48,0.576123665
1300,2,38,0.5,0.301210909
1300,2,40,0.3,0.168733863
1300,2,40,0.32,0.176434372
1300,2,40,0.34,0.200790094
1300,2,40,0.36,0.240999803
1300,2,40,0.38,0.295585188
1300,2,40,0.4,0.362217118
1300,2,40,0.42,0.437547171
1300,2,40,0.44,0.517060684
1300,2,40,0.46,0.594941097
1300,2,40,0.48,0.662287305
1300,2,40,0.5,0.671336264
1300,2,42,0.3,0.137510866
1300,2,42,0.32,0.14595254
1300,2,42,0.34,0.170327562
1300,2,42,0.36,0.209982372
1300,2,42,0.38,0.263165647
1300,2,42,0.4,0.326860472
1300,2,42,0.42,0.396595175
1300,2,42,0.44,0.462364424
1300,2,42,0.46,0.465130265
1300,2,42,0.48,0.031450151
1300,2,42,0.5,0.402197918
1300,2,44,0.3,0.10546965
1300,2,44,0.32,0.113386433
1300,2,44,0.34,0.135121318
1300,2,44,0.36,0.168640589
1300,2,44,0.38,0.207793671
1300,2,44,0.4,0.235281698
1300,2,44,0.42,0.172803654
1300,2,44,0.44,0.107208192
1300,2,44,0.46,0.419555351
1300,2,44,0.48,0.513512861
1300,2,44,0.5,0.574820274
1300,2,46,0.3,0.066972642
1300,2,46,0.32,0.069538253
1300,2,46,0.34,0.074544139
1300,2,46,0.36,0.060132544
1300,2,46,0.38,0.103260111
1300,2,46,0.4,0.485119708
1300,2,46,0.42,0.503869512
1300,2,46,0.44,0.518645737
1300,2,46,0.46,0.537806576
1300,2,46,0.48,0.557209427
1300,2,46,0.5,0.571350677
1300,2,48,0.3,0.168326636
1300,2,48,0.32,0.238345412
1300,2,48,0.34,0.272203025
1300,2,48,0.36,0.34682888
1300,2,48,0.38,0.431771952
1300,2,48,0.4,0.486814822
1300,2,48,0.42,0.501268232
1300,2,48,0.44,0.482090927
1300,2,48,0.46,0.426365921
1300,2,48,0.48,0.30803094
1300,2,48,0.5,0.137954928
1300,2,50,0.3,0.095867897
1300,2,50,0.32,0.121945351
1300,2,50,0.34,0.205253039
1300,2,50,0.36,0.348061019
1300,2,50,0.38,0.359852045
1300,2,50,0.4,0.242114081
1300,2,50,0.42,0.144958084
1300,2,50,0.44,0.08935513
1300,2,50,0.46,0.085878107
1300,2,50,0.48,0.145830144
1300,2,50,0.5,0.244914727
1300,2.1,30,0.3,0.168093709
1300,2.1,30,0.32,0.184471423
1300,2.1,30,0.34,0.219223442
1300,2.1,30,0.36,0.27145758
1300,2.1,30,0.38,0.340417089
1300,2.1,30,0.4,0.424521899
1300,2.1,30,0.42,0.518893509
1300,2.1,30,0.44,0.614060694
1300,2.1,30,0.46,0.698494885
1300,2.1,30,0.48,0.764352807
1300,2.1,30,0.5,0.810042843
1300,2.1,32,0.3,0.168221201
1300,2.1,32,0.32,0.185279327
1300,2.1,32,0.34,0.220819881
1300,2.1,32,0.36,0.27391197
1300,2.1,32,0.38,0.343752387
1300,2.1,32,0.4,0.428678941
1300,2.1,32,0.42,0.523659251
1300,2.1,32,0.44,0.618965607
1300,2.1,32,0.46,0.702850843
1300,2.1,32,0.48,0.767385511
1300,2.1,32,0.5,0.810916358
1300,2.1,34,0.3,0.161824742
1300,2.1,34,0.32,0.179539815
1300,2.1,34,0.34,0.215689985
1300,2.1,34,0.36,0.269318557
1300,2.1,34,0.38,0.339573949
1300,2.1,34,0.4,0.424829137
1300,2.1,34,0.42,0.520175179
1300,2.1,34,0.44,0.615837251
1300,2.1,34,0.46,0.699663062
1300,2.1,34,0.48,0.762907433
1300,2.1,34,0.5,0.802235151
1300,2.1,36,0.3,0.149084532
1300,2.1,36,0.32,0.16740518
1300,2.1,36,0.34,0.203987578
1300,2.1,36,0.36,0.257874083
1300,2.1,36,0.38,0.32817629
1300,2.1,36,0.4,0.413438999
1300,2.1,36,0.42,0.509096188
1300,2.1,36,0.44,0.605132653
1300,2.1,36,0.46,0.687513232
1300,2.1,36,0.48,0.742044756
1300,2.1,36,0.5,0.742880868
1300,2.1,38,0.3,0.121650085
1300,2.1,38,0.32,0.139937599
1300,2.1,38,0.34,0.175986532
1300,2.1,38,0.36,0.229054085
1300,2.1,38,0.38,0.29850038
1300,2.1,38,0.4,0.382435304
1300,2.1,38,0.42,0.46978811
1300,2.1,38,0.44,0.519689349
1300,2.1,38,0.46,0.429216998
1300,2.1,38,0.48,0.113795242
1300,2.1,38,0.5,0.063741454
1300,2.1,40,0.3,0.121138539
1300,2.1,40,0.32,0.139802706
1300,2.1,40,0.34,0.175644816
1300,2.1,40,0.36,0.226880013
1300,2.1,40,0.38,0.290941027
1300,2.1,40,0.4,0.365446537
1300,2.1,40,0.42,0.446981178
1300,2.1,40,0.44,0.525201725
1300,2.1,40,0.46,0.556542524
1300,2.1,40,0.48,0.28021925
1300,2.1,40,0.5,0.275255763
1300,2.1,42,0.3,0.096328525
1300,2.1,42,0.32,0.114619658
1300,2.1,42,0.34,0.148776426
1300,2.1,42,0.36,0.195699004
1300,2.1,42,0.38,0.249491035
1300,2.1,42,0.4,0.300884067
1300,2.1,42,0.42,0.319889665
1300,2.1,42,0.44,0.172776877
1300,2.1,42,0.46,0.097497053
1300,2.1,42,0.48,0.350495277
1300,2.1,42,0.5,0.507444367
1300,2.1,44,0.3,0.070842176
1300,2.1,44,0.32,0.086401131
1300,2.1,44,0.34,0.112732232
1300,2.1,44,0.36,0.138442203
1300,2.1,44,0.38,0.133561124
1300,2.1,44,0.4,0.050958722
1300,2.1,44,0.42,0.133278767
1300,2.1,44,0.44,0.325069617
1300,2.1,44,0.46,0.420384169
1300,2.1,44,0.48,0.485379055
1300,2.1,44,0.5,0.54059419
1300,2.1,46,0.3,0.038887053
1300,2.1,46,0.32,0.04296338
1300,2.1,46,0.34,0.039475006
1300,2.1,46,0.36,0.102757463
1300,2.1,46,0.38,0.36160817
1300,2.1,46,0.4,0.445413986
1300,2.1,46,0.42,0.469879573
1300,2.1,46,0.44,0.483085441
1300,2.1,46,0.46,0.49432498
1300,2.1,46,0.48,0.502141338
1300,2.1,46,0.5,0.489728477
1300,2.1,48,0.3,0.314835011
1300,2.1,48,0.32,0.40689559
1300,2.1,48,0.34,0.46186066
1300,2.1,48,0.36,0.491548791
1300,2.1,48,0.38,0.48202077
1300,2.1,48,0.4,0.451680306
1300,2.1,48,0.42,0.412527351
1300,2.1,48,0.44,0.359141362
1300,2.1,48,0.46,0.270719315
1300,2.1,48,0.48,0.151192642
1300,2.1,48,0.5,0.164519975
1300,2.1,50,0.3,0.121968595
1300,2.1,50,0.32,0.231483118
1300,2.1,50,0.34,0.303284414
1300,2.1,50,0.36,0.205636628
1300,2.1,50,0.38,0.131847335
1300,2.1,50,0.4,0.091019709
1300,2.1,50,0.42,0.069796074
1300,2.1,50,0.44,0.074700953
1300,2.1,50,0.46,0.124631765
1300,2.1,50,0.48,0.216232286
1300,2.1,50,0.5,0.314829352
1300,2.2,30,0.3,0.124911699
1300,2.2,30,0.32,0.155385491
1300,2.2,30,0.34,0.204515431
1300,2.2,30,0.36,0.271474904
1300,2.2,30,0.38,0.356783275
1300,2.2,30,0.4,0.459376472
1300,2.2,30,0.42,0.570135012
1300,2.2,30,0.44,0.671962323
1300,2.2,30,0.46,0.750328626
1300,2.2,30,0.48,0.802281824
1300,2.2,30,0.5,0.836585869
1300,2.2,32,0.3,0.125663743
1300,2.2,32,0.32,0.156776352
1300,2.2,32,0.34,0.206581746
1300,2.2,32,0.36,0.274289865
1300,2.2,32,0.38,0.36044953
1300,2.2,32,0.4,0.463842417
1300,2.2,32,0.42,0.574852159
1300,2.2,32,0.44,0.67581068
1300,2.2,32,0.46,0.75184102
1300,2.2,32,0.48,0.799679149
1300,2.2,32,0.5,0.824939949
1300,2.2,34,0.3,0.121377467
1300,2.2,34,0.32,0.152998316
1300,2.2,34,0.34,0.203144963
1300,2.2,34,0.36,0.270868146
1300,2.2,34,0.38,0.356741712
1300,2.2,34,0.4,0.459823718
1300,2.2,34,0.42,0.570571553
1300,2.2,34,0.44,0.670581576
1300,2.2,34,0.46,0.742916565
1300,2.2,34,0.48,0.778350317
1300,2.2,34,0.5,0.721490512
1300,2.2,36,0.3,0.11193906
1300,2.2,36,0.32,0.143796855
1300,2.2,36,0.34,0.193748307
1300,2.2,36,0.36,0.260430437
1300,2.2,36,0.38,0.344380951
