lambda,n,angle,h,TM
1300,1.6,58,2400,0.379828363
1300,1.6,58,2600,0.428904236
1300,1.6,58,2800,0.477579567
1300,1.6,58,3000,0.52438939
1300,1.6,58,3200,0.567896236
1300,1.6,58,3400,0.606843784
1300,1.6,58,3600,0.641268222
1300,1.6,58,3800,0.670680707
1300,1.6,58,4000,0.69251415
1300,1.6,60,2000,0.275784343
1300,1.6,60,2200,0.324110671
1300,1.6,60,2400,0.372015895
1300,1.6,60,2600,0.41902528
1300,1.6,60,2800,0.46459843
1300,1.6,60,3000,0.507911718
1300,1.6,60,3200,0.547774112
1300,1.6,60,3400,0.58176486
1300,1.6,60,3600,0.609959394
1300,1.6,60,3800,0.633088996
1300,1.6,60,4000,0.647956985
1300,1.6,62,2000,0.270797208
1300,1.6,62,2200,0.317401142
1300,1.6,62,2400,0.363609235
1300,1.6,62,2600,0.40852943
1300,1.6,62,2800,0.450796302
1300,1.6,62,3000,0.490132374
1300,1.6,62,3200,0.526026605
1300,1.6,62,3400,0.554886628
1300,1.6,62,3600,0.576323009
1300,1.6,62,3800,0.592522849
1300,1.6,62,4000,0.60027147
1300,1.6,64,2000,0.265623321
1300,1.6,64,2200,0.310365242
1300,1.6,64,2400,0.354712266
1300,1.6,64,2600,0.39756061
1300,1.6,64,2800,0.436445626
1300,1.6,64,3000,0.471409523
1300,1.6,64,3200,0.503035738
1300,1.6,64,3400,0.526783219
1300,1.6,64,3600,0.5412723
1300,1.6,64,3800,0.550118636
1300,1.6,64,4000,0.550829748
1300,1.6,66,2000,0.260292206
1300,1.6,66,2200,0.303071465
1300,1.6,66,2400,0.345390297
1300,1.6,66,2600,0.386203436
1300,1.6,66,2800,0.421756424
1300,1.6,66,3000,0.452076382
1300,1.6,66,3200,0.47916861
1300,1.6,66,3400,0.497969648
1300,1.6,66,3600,0.505677683
1300,1.6,66,3800,0.507045975
1300,1.6,66,4000,0.500990323
1300,1.6,68,2000,0.25478045
1300,1.6,68,2200,0.29553367
1300,1.6,68,2400,0.335657427
1300,1.6,68,2600,0.374473475
1300,1.6,68,2800,0.406854115
1300,1.6,68,3000,0.432409362
1300,1.6,68,3200,0.454760814
1300,1.6,68,3400,0.468880127
1300,1.6,68,3600,0.470293639
1300,1.6,68,3800,0.464404467
1300,1.6,68,4000,0.452017679
1300,1.6,70,2000,0.248995666
1300,1.6,70,2200,0.287689616
1300,1.6,70,2400,0.325456335
1300,1.6,70,2600,0.362302079
1300,1.6,70,2800,0.391755362
1300,1.6,70,3000,0.412588403
1300,1.6,70,3200,0.430085087
1300,1.6,70,3400,0.439847725
1300,1.6,70,3600,0.435701408
1300,1.6,70,3800,0.423119307
1300,1.6,70,4000,0.404999015
1300,1.7,50,2000,0.458745971
1300,1.7,50,2200,0.53204948
1300,1.7,50,2400,0.602628511
1300,1.7,50,2600,0.672996086
1300,1.7,50,2800,0.739288051
1300,1.7,50,3000,0.797875277
1300,1.7,50,3200,0.850442054
1300,1.7,50,3400,0.896014193
1300,1.7,50,3600,0.93077161
1300,1.7,50,3800,0.955248043
1300,1.7,50,4000,0.970581227
1300,1.7,52,2000,0.455248986
1300,1.7,52,2200,0.527804762
1300,1.7,52,2400,0.597027152
1300,1.7,52,2600,0.66551896
1300,1.7,52,2800,0.730141912
1300,1.7,52,3000,0.786707724
1300,1.7,52,3200,0.836366332
1300,1.7,52,3400,0.879019389
1300,1.7,52,3600,0.910814262
1300,1.7,52,3800,0.931370218
1300,1.7,52,4000,0.942521364
1300,1.7,54,2000,0.45060595
1300,1.7,54,2200,0.522087284
1300,1.7,54,2400,0.58961117
1300,1.7,54,2600,0.655595954
1300,1.7,54,2800,0.717843789
1300,1.7,54,3000,0.771783179
1300,1.7,54,3200,0.817601497
1300,1.7,54,3400,0.856153054
1300,1.7,54,3600,0.883980356
1300,1.7,54,3800,0.899410512
1300,1.7,54,4000,0.904823834
1300,1.7,56,2000,0.444990944
1300,1.7,56,2200,0.515088249
1300,1.7,56,2400,0.580682805
1300,1.7,56,2600,0.643634709
1300,1.7,56,2800,0.702813161
1300,1.7,56,3000,0.753633259
1300,1.7,56,3200,0.794880652
1300,1.7,56,3400,0.82821403
1300,1.7,56,3600,0.85117523
1300,1.7,56,3800,0.860592806
1300,1.7,56,4000,0.858957832
1300,1.7,58,2000,0.438568843
1300,1.7,58,2200,0.506981678
1300,1.7,58,2400,0.5705122
1300,1.7,58,2600,0.630032565
1300,1.7,58,2800,0.685470176
1300,1.7,58,3000,0.732758359
1300,1.7,58,3200,0.768937614
1300,1.7,58,3400,0.796068922
1300,1.7,58,3600,0.813354567
1300,1.7,58,3800,0.816220683
1300,1.7,58,4000,0.806612765
1300,1.7,60,2000,0.431489082
1300,1.7,60,2200,0.497920999
1300,1.7,60,2400,0.559327236
1300,1.7,60,2600,0.615162451
1300,1.7,60,2800,0.666235654
1300,1.7,60,3000,0.709626667
1300,1.7,60,3200,0.740486618
1300,1.7,60,3400,0.760650034
1300,1.7,60,3600,0.77154383
1300,1.7,60,3800,0.76765311
1300,1.7,60,4000,0.74965527
1300,1.7,62,2000,0.423876512
1300,1.7,62,2200,0.488033697
1300,1.7,62,2400,0.547304394
1300,1.7,62,2600,0.599354532
1300,1.7,62,2800,0.645522542
1300,1.7,62,3000,0.684673899
1300,1.7,62,3200,0.710195115
1300,1.7,62,3400,0.722922804
1300,1.7,62,3600,0.726834054
1300,1.7,62,3800,0.716258636
1300,1.7,62,4000,0.690015776
1300,1.7,64,2000,0.415818965
1300,1.7,64,2200,0.477412501
1300,1.7,64,2400,0.534559669
1300,1.7,64,2600,0.582874863
1300,1.7,64,2800,0.623717294
1300,1.7,64,3000,0.658300507
1300,1.7,64,3200,0.678655975
1300,1.7,64,3400,0.683830195
1300,1.7,64,3600,0.68035025
1300,1.7,64,3800,0.663363694
1300,1.7,64,4000,0.629545281
1300,1.7,66,2000,0.407351024
1300,1.7,66,2200,0.4661014
1300,1.7,66,2400,0.521137627
1300,1.7,66,2600,0.565901918
1300,1.7,66,2800,0.601151126
1300,1.7,66,3000,0.630861798
1300,1.7,66,3200,0.646362919
1300,1.7,66,3400,0.644226691
1300,1.7,66,3600,0.633193446
1300,1.7,66,3800,0.610202649
1300,1.7,66,4000,0.569884352
1300,1.7,68,2000,0.398432993
1300,1.7,68,2200,0.454074649
1300,1.7,68,2400,0.506995737
1300,1.7,68,2600,0.54850055
1300,1.7,68,2800,0.578062086
1300,1.7,68,3000,0.60264633
1300,1.7,68,3200,0.613688749
1300,1.7,68,3400,0.604814389
1300,1.7,68,3600,0.58636375
1300,1.7,68,3800,0.557869155
1300,1.7,68,4000,0.512371444
1300,1.7,70,2000,0.388923287
1300,1.7,70,2200,0.441206622
1300,1.7,70,2400,0.491980133
1300,1.7,70,2600,0.530590874
1300,1.7,70,2800,0.55454853
1300,1.7,70,3000,0.573838815
1300,1.7,70,3200,0.580861606
1300,1.7,70,3400,0.566088401
1300,1.7,70,3600,0.540676426
1300,1.7,70,3800,0.507265242
1300,1.7,70,4000,0.45799624
1300,1.8,50,2000,0.637417609
1300,1.8,50,2200,0.720355571
1300,1.8,50,2400,0.795143166
1300,1.8,50,2600,0.862987043
1300,1.8,50,2800,0.91603495
1300,1.8,50,3000,0.952686924
1300,1.8,50,3200,0.976407631
1300,1.8,50,3400,0.982832827
1300,1.8,50,3600,0.970045395
1300,1.8,50,3800,0.942681931
1300,1.8,50,4000,0.899996114
1300,1.8,52,2000,0.63292229
1300,1.8,52,2200,0.714775255
1300,1.8,52,2400,0.787471708
1300,1.8,52,2600,0.853171405
1300,1.8,52,2800,0.904319974
1300,1.8,52,3000,0.938068714
1300,1.8,52,3200,0.958542056
1300,1.8,52,3400,0.962198446
1300,1.8,52,3600,0.945948288
1300,1.8,52,3800,0.914780942
1300,1.8,52,4000,0.868974939
1300,1.8,54,2000,0.626869674
1300,1.8,54,2200,0.707305436
1300,1.8,54,2400,0.777329389
1300,1.8,54,2600,0.840035024
1300,1.8,54,2800,0.888644583
1300,1.8,54,3000,0.9186809
1300,1.8,54,3200,0.934719064
1300,1.8,54,3400,0.934651098
1300,1.8,54,3600,0.914008853
1300,1.8,54,3800,0.877807135
1300,1.8,54,4000,0.827902294
1300,1.8,56,2000,0.619440506
1300,1.8,56,2200,0.698199774
1300,1.8,56,2400,0.765130132
1300,1.8,56,2600,0.824048489
1300,1.8,56,2800,0.869558458
1300,1.8,56,3000,0.895315259
1300,1.8,56,3200,0.90588348
1300,1.8,56,3400,0.901249416
1300,1.8,56,3600,0.875608461
1300,1.8,56,3800,0.833457902
1300,1.8,56,4000,0.778710027
1300,1.8,58,2000,0.610800274
1300,1.8,58,2200,0.687678061
1300,1.8,58,2400,0.751260565
1300,1.8,58,2600,0.805677703
1300,1.8,58,2800,0.84758035
1300,1.8,58,3000,0.868734732
1300,1.8,58,3200,0.873007209
1300,1.8,58,3400,0.863069257
1300,1.8,58,3600,0.832137096
1300,1.8,58,3800,0.783517229
1300,1.8,58,4000,0.723443792
1300,1.8,60,2000,0.601094126
1300,1.8,60,2200,0.675918914
1300,1.8,60,2400,0.736063878
1300,1.8,60,2600,0.785375004
1300,1.8,60,2800,0.823195233
1300,1.8,60,3000,0.839651175
1300,1.8,60,3200,0.837069634
1300,1.8,60,3400,0.821202373
1300,1.8,60,3600,0.784960742
1300,1.8,60,3800,0.729796993
1300,1.8,60,4000,0.664215933
1300,1.8,62,2000,0.590437817
1300,1.8,62,2200,0.663051736
1300,1.8,62,2400,0.719821793
1300,1.8,62,2600,0.763562315
1300,1.8,62,2800,0.796849662
1300,1.8,62,3000,0.808702497
1300,1.8,62,3200,0.799021346
1300,1.8,62,3400,0.776740674
1300,1.8,62,3600,0.735383739
1300,1.8,62,3800,0.674049947
1300,1.8,62,4000,0.603117711
1300,1.8,64,2000,0.578903666
1300,1.8,64,2200,0.649146272
1300,1.8,64,2400,0.702734733
1300,1.8,64,2600,0.740606189
1300,1.8,64,2800,0.768941939
1300,1.8,64,3000,0.776431146
1300,1.8,64,3200,0.759736855
1300,1.8,64,3400,0.730743745
1300,1.8,64,3600,0.684612017
1300,1.8,64,3800,0.617876013
1300,1.8,64,4000,0.542105195
1300,1.8,66,2000,0.566500396
1300,1.8,66,2200,0.634197527
1300,1.8,66,2400,0.684899429
1300,1.8,66,2600,0.716785202
1300,1.8,66,2800,0.739803509
1300,1.8,66,3000,0.743263866
1300,1.8,66,3200,0.71996372
1300,1.8,66,3400,0.684190793
1300,1.8,66,3600,0.6337191
1300,1.8,66,3800,0.562642673
1300,1.8,66,4000,0.482882198
1300,1.8,68,2000,0.553145416
1300,1.8,68,2200,0.618103161
1300,1.8,68,2400,0.666281918
1300,1.8,68,2600,0.692249922
1300,1.8,68,2800,0.709668427
1300,1.8,68,3000,0.709490045
1300,1.8,68,3200,0.680273971
1300,1.8,68,3400,0.637921766
1300,1.8,68,3600,0.583613098
1300,1.8,68,3800,0.50943175
1300,1.8,68,4000,0.426805092
1300,1.8,70,2000,0.538627501
1300,1.8,70,2200,0.600629841
1300,1.8,70,2400,0.646682155
1300,1.8,70,2600,0.666974367
1300,1.8,70,2800,0.678628265
1300,1.8,70,3000,0.675233437
1300,1.8,70,3200,0.641019544
1300,1.8,70,3400,0.592573976
1300,1.8,70,3600,0.535001362
1300,1.8,70,3800,0.459013628
1300,1.8,70,4000,0.374826813
1300,1.9,50,2000,0.802625263
1300,1.9,50,2200,0.877139395
1300,1.9,50,2400,0.935414501
1300,1.9,50,2600,0.974887733
1300,1.9,50,2800,0.985875017
1300,1.9,50,3000,0.973706728
1300,1.9,50,3200,0.940761565
1300,1.9,50,3400,0.882305528
1300,1.9,50,3600,0.804815947
1300,1.9,50,3800,0.714074271
1300,1.9,50,4000,0.610259261
1300,1.9,52,2000,0.797156527
1300,1.9,52,2200,0.87000665
1300,1.9,52,2400,0.925761823
1300,1.9,52,2600,0.963310485
1300,1.9,52,2800,0.972013332
1300,1.9,52,3000,0.95671104
1300,1.9,52,3200,0.92135218
1300,1.9,52,3400,0.860548149
1300,1.9,52,3600,0.780388048
1300,1.9,52,3800,0.687888685
1300,1.9,52,4000,0.582970829
1300,1.9,54,2000,0.789765218
1300,1.9,54,2200,0.860545646
1300,1.9,54,2400,0.912940739
1300,1.9,54,2600,0.947808951
1300,1.9,54,2800,0.953636557
1300,1.9,54,3000,0.93421234
1300,1.9,54,3200,0.895569658
1300,1.9,54,3400,0.831852669
1300,1.9,54,3600,0.748312717
1300,1.9,54,3800,0.653560311
1300,1.9,54,4000,0.547505359
1300,1.9,56,2000,0.780652011
1300,1.9,56,2200,0.849105857
1300,1.9,56,2400,0.897430657
1300,1.9,56,2600,0.928917321
1300,1.9,56,2800,0.931479917
1300,1.9,56,3000,0.907164085
1300,1.9,56,3200,0.864484299
1300,1.9,56,3400,0.797527707
1300,1.9,56,3600,0.710199996
1300,1.9,56,3800,0.6129051
1300,1.9,56,4000,0.505934344
1300,1.9,58,2000,0.769988454
1300,1.9,58,2200,0.835997303
1300,1.9,58,2400,0.879691933
1300,1.9,58,2600,0.90714574
1300,1.9,58,2800,0.906236513
1300,1.9,58,3000,0.876511231
1300,1.9,58,3200,0.829166186
1300,1.9,58,3400,0.758858626
1300,1.9,58,3600,0.667664388
1300,1.9,58,3800,0.567760906
1300,1.9,58,4000,0.460319429
1300,1.9,60,2000,0.757911058
1300,1.9,60,2200,0.821477021
1300,1.9,60,2400,0.860150107
1300,1.9,60,2600,0.882973321
1300,1.9,60,2800,0.878538925
1300,1.9,60,3000,0.843162224
1300,1.9,60,3200,0.790668506
1300,1.9,60,3400,0.717075813
1300,1.9,60,3600,0.622265196
1300,1.9,60,3800,0.519924105
1300,1.9,60,4000,0.412627035
1300,1.9,62,2000,0.744511994
1300,1.9,62,2200,0.805734508
1300,1.9,62,2400,0.839175092
1300,1.9,62,2600,0.856836485
1300,1.9,62,2800,0.848942182
1300,1.9,62,3000,0.807955575
1300,1.9,62,3200,0.750002442
1300,1.9,62,3400,0.67332498
1300,1.9,62,3600,0.575444459
1300,1.9,62,3800,0.471077041
1300,1.9,62,4000,0.364648775
1300,1.9,64,2000,0.729824909
1300,1.9,64,2200,0.788875086
1300,1.9,64,2400,0.817055297
1300,1.9,64,2600,0.829110413
1300,1.9,64,2800,0.817907148
1300,1.9,64,3000,0.771624028
1300,1.9,64,3200,0.708103317
1300,1.9,64,3400,0.628639869
1300,1.9,64,3600,0.528471486
1300,1.9,64,3800,0.422714605
1300,1.9,64,4000,0.31793346
1300,1.9,66,2000,0.71380403
1300,1.9,66,2200,0.770899301
1300,1.9,66,2400,0.793966437
1300,1.9,66,2600,0.800081774
1300,1.9,66,2800,0.785782101
1300,1.9,66,3000,0.734759146
1300,1.9,66,3200,0.665789864
1300,1.9,66,3400,0.583916538
1300,1.9,66,3600,0.482401238
1300,1.9,66,3800,0.376081183
1300,1.9,66,4000,0.27373575
1300,1.9,68,2000,0.696294414
1300,1.9,68,2200,0.751675482
1300,1.9,68,2400,0.769933795
1300,1.9,68,2600,0.769911112
1300,1.9,68,2800,0.75277908
1300,1.9,68,3000,0.697777199
1300,1.9,68,3200,0.623719702
1300,1.9,68,3400,0.539887521
1300,1.9,68,3600,0.438049295
1300,1.9,68,3800,0.332127944
1300,1.9,68,4000,0.232985448
1300,1.9,70,2000,0.676990648
1300,1.9,70,2200,0.730901365
1300,1.9,70,2400,0.74478503
1300,1.9,70,2600,0.738583094
1300,1.9,70,2800,0.718940477
1300,1.9,70,3000,0.660884438
1300,1.9,70,3200,0.582343601
1300,1.9,70,3400,0.497094054
1300,1.9,70,3600,0.395981245
1300,1.9,70,3800,0.291495481
1300,1.9,70,4000,0.196279948
1300,2,50,2000,0.924961366
1300,2,50,2200,0.969206965
1300,2,50,2400,0.988007714
1300,2,50,2600,0.97272442
1300,2,50,2800,0.920627067
1300,2,50,3000,0.844470704
1300,2,50,3200,0.744125337
1300,2,50,3400,0.62380372
1300,2,50,3600,0.49749907
1300,2,50,3800,0.370542795
1300,2,50,4000,0.250384648
1300,2,52,2000,0.918500737
1300,2,52,2200,0.960537441
1300,2,52,2400,0.977115927
1300,2,52,2600,0.960255312
1300,2,52,2800,0.905735268
1300,2,52,3000,0.827535762
1300,2,52,3200,0.726000719
1300,2,52,3400,0.604497936
1300,2,52,3600,0.477901953
1300,2,52,3800,0.351754896
1300,2,52,4000,0.233341004
1300,2,54,2000,0.909816692
1300,2,54,2200,0.94905912
1300,2,54,2400,0.962581136
1300,2,54,2600,0.943671965
1300,2,54,2800,0.886102112
1300,2,54,3000,0.805145106
1300,2,54,3200,0.702145728
1300,2,54,3400,0.579298809
1300,2,54,3600,0.452406078
1300,2,54,3800,0.327553036
1300,2,54,4000,0.211710517
1300,2,56,2000,0.899156605
1300,2,56,2200,0.93518426
1300,2,56,2400,0.944903882
1300,2,56,2600,0.923604976
1300,2,56,2800,0.862571274
1300,2,56,3000,0.778277718
1300,2,56,3200,0.673679362
1300,2,56,3400,0.549529762
1300,2,56,3600,0.4224769
1300,2,56,3800,0.299487997
1300,2,56,4000,0.187123421
1300,2,58,2000,0.886719778
1300,2,58,2200,0.919281466
1300,2,58,2400,0.924556502
1300,2,58,2600,0.900648998
1300,2,58,2800,0.835959217
1300,2,58,3000,0.747901089
1300,2,58,3200,0.641697049
1300,2,58,3400,0.516488957
1300,2,58,3600,0.389561727
1300,2,58,3800,0.269072957
1300,2,58,4000,0.161142139
1300,2,60,2000,0.872635097
1300,2,60,2200,0.901641444
1300,2,60,2400,0.901960678
1300,2,60,2600,0.875354491
1300,2,60,2800,0.807030862
1300,2,60,3000,0.714946997
1300,2,60,3200,0.607248935
1300,2,60,3400,0.481403804
1300,2,60,3600,0.355031902
1300,2,60,3800,0.237716059
1300,2,60,4000,0.135168268
1300,2,62,2000,0.856889236
1300,2,62,2200,0.882367717
1300,2,62,2400,0.877423445
1300,2,62,2600,0.848246437
1300,2,62,2800,0.776482167
1300,2,62,3000,0.680292313
1300,2,62,3200,0.571359347
1300,2,62,3400,0.445413092
1300,2,62,3600,0.320150035
1300,2,62,3800,0.206688542
1300,2,62,4000,0.110388455
1300,2,64,2000,0.838668619
1300,2,64,2200,0.859982791
1300,2,64,2400,0.850104263
1300,2,64,2600,0.821161619
1300,2,64,2800,0.745161691
1300,2,64,3000,0.643493829
1300,2,64,3200,0.533086532
1300,2,64,3400,0.40893012
1300,2,64,3600,0.28557295
1300,2,64,3800,0.176683291
1300,2,64,4000,0.087553443
1300,2,66,2000,0.825489192
1300,2,66,2200,0.844001506
1300,2,66,2400,0.824906861
1300,2,66,2600,0.78922388
1300,2,66,2800,0.712764549
1300,2,66,3000,0.608584098
1300,2,66,3200,0.498416113
1300,2,66,3400,0.37482914
1300,2,66,3600,0.254942315
1300,2,66,3800,0.146890875
1300,2,66,4000,0.067014639
1300,2,68,2000,0.802883319
1300,2,68,2200,0.81973782
1300,2,68,2400,0.795126564
1300,2,68,2600,0.759083801
1300,2,68,2800,0.682624607
1300,2,68,3000,0.573093378
1300,2,68,3200,0.45992213
1300,2,68,3400,0.339422298
1300,2,68,3600,0.222023226
1300,2,68,3800,0.123772049
1300,2,68,4000,0.050334339
1300,2,70,2000,0.779933998
1300,2,70,2200,0.794186625
1300,2,70,2400,0.756411715
1300,2,70,2600,0.721350098
1300,2,70,2800,0.645597009
1300,2,70,3000,0.537672041
1300,2,70,3200,0.425772202
1300,2,70,3400,0.307770332
1300,2,70,3600,0.194178533
1300,2,70,3800,0.10384106
1300,2,70,4000,0.035642861
1300,2.1,50,2000,0.983243524
1300,2.1,50,2200,0.979784365
1300,2.1,50,2400,0.941104134
1300,2.1,50,2600,0.856825563
1300,2.1,50,2800,0.740535414
1300,2.1,50,3000,0.606779938
1300,2.1,50,3200,0.459102162
1300,2.1,50,3400,0.31511543
1300,2.1,50,3600,0.188640552
1300,2.1,50,3800,0.087566456
1300,2.1,50,4000,0.02298141
1300,2.1,52,2000,0.975442468
1300,2.1,52,2200,0.969978604
1300,2.1,52,2400,0.930436005
1300,2.1,52,2600,0.84475402
1300,2.1,52,2800,0.72684699
1300,2.1,52,3000,0.592798402
1300,2.1,52,3200,0.445129648
1300,2.1,52,3400,0.302032302
1300,2.1,52,3600,0.177584941
1300,2.1,52,3800,0.079548473
1300,2.1,52,4000,0.018942974
1300,2.1,54,2000,0.973482605
1300,2.1,54,2200,0.958546842
1300,2.1,54,2400,0.91493844
1300,2.1,54,2600,0.8281937
1300,2.1,54,2800,0.708428022
1300,2.1,54,3000,0.573901028
1300,2.1,54,3200,0.426762572
1300,2.1,54,3400,0.285032852
1300,2.1,54,3600,0.163603981
1300,2.1,54,3800,0.069946615
1300,2.1,54,4000,0.018344762
1300,2.1,56,2000,0.954764274
1300,2.1,56,2200,0.941747861
1300,2.1,56,2400,0.898413074
1300,2.1,56,2600,0.81110954
1300,2.1,56,2800,0.675281967
1300,2.1,56,3000,0.549773755
1300,2.1,56,3200,0.404344338
1300,2.1,56,3400,0.264634266
1300,2.1,56,3600,0.146680707
1300,2.1,56,3800,0.058363026
1300,2.1,56,4000,0.009828567
1300,2.1,58,2000,0.939314562
1300,2.1,58,2200,0.912890611
1300,2.1,58,2400,0.875012452
1300,2.1,58,2600,0.785577095
1300,2.1,58,2800,0.662102775
1300,2.1,58,3000,0.52623203
1300,2.1,58,3200,0.381317202
1300,2.1,58,3400,0.244352596
1300,2.1,58,3600,0.128379836
1300,2.1,58,3800,0.046836197
1300,2.1,58,4000,0.006009531
1300,2.1,60,2000,0.923898138
1300,2.1,60,2200,0.907965464
1300,2.1,60,2400,0.854295951
1300,2.1,60,2600,0.76285076
1300,2.1,60,2800,0.636674272
1300,2.1,60,3000,0.520542483
1300,2.1,60,3200,0.35417417
1300,2.1,60,3400,0.22026284
1300,2.1,60,3600,0.111438881
1300,2.1,60,3800,0.036353949
1300,2.1,60,4000,0.003856816
1300,2.1,62,2000,0.910419985
1300,2.1,62,2200,0.886199472
1300,2.1,62,2400,0.830275673
1300,2.1,62,2600,0.741913465
1300,2.1,62,2800,0.604825527
1300,2.1,62,3000,0.470634244
1300,2.1,62,3200,0.329103831
1300,2.1,62,3400,0.198073734
1300,2.1,62,3600,0.095251301
1300,2.1,62,3800,0.026517492
1300,2.1,62,4000,0.003013281
1300,2.1,64,2000,0.891724566
1300,2.1,64,2200,0.863877268
1300,2.1,64,2400,0.803379418
1300,2.1,64,2600,0.703468224
1300,2.1,64,2800,0.578727204
1300,2.1,64,3000,0.442945773
1300,2.1,64,3200,0.304325386
1300,2.1,64,3400,0.172014467
1300,2.1,64,3600,0.078095334
1300,2.1,64,3800,0.018679567
1300,2.1,64,4000,0.004090797
1300,2.1,66,2000,0.871862349
1300,2.1,66,2200,0.840752553
1300,2.1,66,2400,0.780119438
1300,2.1,66,2600,0.679481126
1300,2.1,66,2800,0.551160207
1300,2.1,66,3000,0.416478219
1300,2.1,66,3200,0.273287435
1300,2.1,66,3400,0.154387442
1300,2.1,66,3600,0.063907399
1300,2.1,66,3800,0.012544925
1300,2.1,66,4000,0.007661702
1300,2.1,68,2000,0.85054706
1300,2.1,68,2200,0.594361031
1300,2.1,68,2400,0.752225816
1300,2.1,68,2600,0.652329244
1300,2.1,68,2800,0.525441956
1300,2.1,68,3000,0.373332703
1300,2.1,68,3200,0.252334968
1300,2.1,68,3400,0.135599911
1300,2.1,68,3600,0.051914733
1300,2.1,68,3800,0.007352604
1300,2.1,68,4000,0.01132706
1300,2.1,70,2000,0.827393882
1300,2.1,70,2200,0.783718236
1300,2.1,70,2400,0.723681253
1300,2.1,70,2600,0.624294165
1300,2.1,70,2800,0.527635937
1300,2.1,70,3000,0.356465339
1300,2.1,70,3200,0.230188467
1300,2.1,70,3400,0.119120487
1300,2.1,70,3600,0.035047516
1300,2.1,70,3800,0.004911514
1300,2.1,70,4000,0.016505874
1300,2.2,50,2000,0.97261873
1300,2.2,50,2200,0.916618543
1300,2.2,50,2400,0.812516211
1300,2.2,50,2600,0.667420881
1300,2.2,50,2800,0.506779717
1300,2.2,50,3000,0.340415639
1300,2.2,50,3200,0.193998941
1300,2.2,50,3400,0.081894818
1300,2.2,50,3600,0.015379818
1300,2.2,50,3800,0.002425453
1300,2.2,50,4000,0.045164821
1300,2.2,52,2000,0.969011796
1300,2.2,52,2200,0.908599954
1300,2.2,52,2400,0.805723172
1300,2.2,52,2600,0.639031022
1300,2.2,52,2800,0.494084735
1300,2.2,52,3000,0.332705394
1300,2.2,52,3200,0.186343047
1300,2.2,52,3400,0.077065614
1300,2.2,52,3600,0.012943854
1300,2.2,52,3800,0.00414124
1300,2.2,52,4000,0.050566279
1300,2.2,54,2000,0.960016471
1300,2.2,54,2200,0.898782637
1300,2.2,54,2400,0.781306524
1300,2.2,54,2600,0.640261804
1300,2.2,54,2800,0.481842907
1300,2.2,54,3000,0.322073911
1300,2.2,54,3200,0.173470881
1300,2.2,54,3400,0.069018949
1300,2.2,54,3600,0.010458267
1300,2.2,54,3800,0.006538508
1300,2.2,54,4000,0.060031056
1300,2.2,56,2000,0.950853416
1300,2.2,56,2200,0.873400234
1300,2.2,56,2400,0.771988226
1300,2.2,56,2600,0.626453783
1300,2.2,56,2800,0.473209663
1300,2.2,56,3000,0.302612945
1300,2.2,56,3200,0.163190477
1300,2.2,56,3400,0.061641621
1300,2.2,56,3600,0.010272739
1300,2.2,56,3800,0.010707778
1300,2.2,56,4000,0.068940531
1300,2.2,58,2000,0.682049765
1300,2.2,58,2200,0.863765189
1300,2.2,58,2400,0.756631632
1300,2.2,58,2600,0.618609886
1300,2.2,58,2800,0.439345568
1300,2.2,58,3000,0.288580919
1300,2.2,58,3200,0.151817725
1300,2.2,58,3400,0.043348279
1300,2.2,58,3600,0.005504134
1300,2.2,58,3800,0.015221369
1300,2.2,58,4000,0.077874172
1300,2.2,60,2000,0.903596586
1300,2.2,60,2200,0.848155194
1300,2.2,60,2400,0.741662627
1300,2.2,60,2600,0.564393993
1300,2.2,60,2800,0.424581277
1300,2.2,60,3000,0.274457567
1300,2.2,60,3200,0.099453102
1300,2.2,60,3400,0.043299226
1300,2.2,60,3600,0.004197564
1300,2.2,60,3800,0.017980175
1300,2.2,60,4000,0.096770459
1300,2.2,62,2000,0.890546147
1300,2.2,62,2200,0.832933599
1300,2.2,62,2400,0.687581089
1300,2.2,62,2600,0.556059772
1300,2.2,62,2800,0.408440849
1300,2.2,62,3000,0.286040538
1300,2.2,62,3200,0.119199611
1300,2.2,62,3400,0.036507344
1300,2.2,62,3600,0.003925084
1300,2.2,62,3800,0.030485003
1300,2.2,62,4000,0.109767291
1300,2.2,64,2000,0.872955405
1300,2.2,64,2200,0.823689442
1300,2.2,64,2400,0.681477122
1300,2.2,64,2600,0.537849762
1300,2.2,64,2800,0.400112401
1300,2.2,64,3000,0.221643321
1300,2.2,64,3200,0.108279928
1300,2.2,64,3400,0.031815633
1300,2.2,64,3600,0.004351835
1300,2.2,64,3800,0.037676047
1300,2.2,64,4000,0.121609564
1300,2.2,66,2000,0.853115955
1300,2.2,66,2200,0.84212156
1300,2.2,66,2400,0.667290736
1300,2.2,66,2600,0.519382298
