lambda,n,angle,h,TE
1300,1.6,58,3800,0.049073578
1300,1.6,58,4000,0.007853166
1300,1.6,60,2000,0.799951748
1300,1.6,60,2200,0.778495535
1300,1.6,60,2400,0.720434631
1300,1.6,60,2600,0.633574119
1300,1.6,60,2800,0.522925167
1300,1.6,60,3000,0.400299557
1300,1.6,60,3200,0.27881439
1300,1.6,60,3400,0.169445871
1300,1.6,60,3600,0.081924091
1300,1.6,60,3800,0.024178172
1300,1.6,60,4000,5.42E-04
1300,1.6,62,2000,0.760686041
1300,1.6,62,2200,0.729068284
1300,1.6,62,2400,0.661628435
1300,1.6,62,2600,0.568354874
1300,1.6,62,2800,0.455262804
1300,1.6,62,3000,0.334494377
1300,1.6,62,3200,0.219592554
1300,1.6,62,3400,0.121454919
1300,1.6,62,3600,0.048817322
1300,1.6,62,3800,0.008069369
1300,1.6,62,4000,0.001654774
1300,1.6,64,2000,0.720263102
1300,1.6,64,2200,0.679180261
1300,1.6,64,2400,0.603297281
1300,1.6,64,2600,0.504823441
1300,1.6,64,2800,0.390934663
1300,1.6,64,3000,0.273885003
1300,1.6,64,3200,0.167299784
1300,1.6,64,3400,0.081735587
1300,1.6,64,3600,0.024676696
1300,1.6,64,3800,7.09E-04
1300,1.6,64,4000,0.010181693
1300,1.6,66,2000,0.679342565
1300,1.6,66,2200,0.629784886
1300,1.6,66,2400,0.546707348
1300,1.6,66,2600,0.444450943
1300,1.6,66,2800,0.331434635
1300,1.6,66,3000,0.219826539
1300,1.6,66,3200,0.122966633
1300,1.6,66,3400,0.050776272
1300,1.6,66,3600,0.00926729
1300,1.6,66,3800,0.001055362
1300,1.6,66,4000,0.024299248
1300,1.6,68,2000,0.638424691
1300,1.6,68,2200,0.581604495
1300,1.6,68,2400,0.492801188
1300,1.6,68,2600,0.388286209
1300,1.6,68,2800,0.277717838
1300,1.6,68,3000,0.173003749
1300,1.6,68,3200,0.086848301
1300,1.6,68,3400,0.028249336
1300,1.6,68,3600,0.00158057
1300,1.6,68,3800,0.007437916
1300,1.6,68,4000,0.041819596
1300,1.6,70,2000,0.597824134
1300,1.6,70,2200,0.53511886
1300,1.6,70,2400,0.442199581
1300,1.6,70,2600,0.336977758
1300,1.6,70,2800,0.230261755
1300,1.6,70,3000,0.133545461
1300,1.6,70,3200,0.058597429
1300,1.6,70,3400,0.013246095
1300,1.6,70,3600,1.33E-04
1300,1.6,70,3800,0.017906542
1300,1.6,70,4000,0.060563499
1300,1.7,50,2000,0.974199941
1300,1.7,50,2200,0.939941735
1300,1.7,50,2400,0.85954406
1300,1.7,50,2600,0.740130273
1300,1.7,50,2800,0.594644175
1300,1.7,50,3000,0.438579186
1300,1.7,50,3200,0.287467044
1300,1.7,50,3400,0.156912833
1300,1.7,50,3600,0.060556009
1300,1.7,50,3800,0.008048972
1300,1.7,50,4000,0.004744517
1300,1.7,52,2000,0.953806487
1300,1.7,52,2200,0.914168388
1300,1.7,52,2400,0.829713303
1300,1.7,52,2600,0.707354518
1300,1.7,52,2800,0.560828288
1300,1.7,52,3000,0.406260888
1300,1.7,52,3200,0.259163647
1300,1.7,52,3400,0.134958664
1300,1.7,52,3600,0.046832106
1300,1.7,52,3800,0.003607047
1300,1.7,52,4000,0.009546744
1300,1.7,54,2000,0.927235213
1300,1.7,54,2200,0.880699271
1300,1.7,54,2400,0.791058194
1300,1.7,54,2600,0.665244373
1300,1.7,54,2800,0.517827406
1300,1.7,54,3000,0.365686157
1300,1.7,54,3200,0.22434393
1300,1.7,54,3400,0.108852084
1300,1.7,54,3600,0.031678953
1300,1.7,54,3800,4.89E-04
1300,1.7,54,4000,0.018067706
1300,1.7,56,2000,0.895662778
1300,1.7,56,2200,0.841195815
1300,1.7,56,2400,0.74571894
1300,1.7,56,2600,0.616443326
1300,1.7,56,2800,0.468711815
1300,1.7,56,3000,0.320184608
1300,1.7,56,3200,0.18638231
1300,1.7,56,3400,0.081750706
1300,1.7,56,3600,0.01773792
1300,1.7,56,3800,5.20E-04
1300,1.7,56,4000,0.031073003
1300,1.7,58,2000,0.860219667
1300,1.7,58,2200,0.797266611
1300,1.7,58,2400,0.695759468
1300,1.7,58,2600,0.563466323
1300,1.7,58,2800,0.416367428
1300,1.7,58,3000,0.272830512
1300,1.7,58,3200,0.148303595
1300,1.7,58,3400,0.056362419
1300,1.7,58,3600,0.007110279
1300,1.7,58,3800,0.004915273
1300,1.7,58,4000,0.048700189
1300,1.7,60,2000,0.821955452
1300,1.7,60,2200,0.750411672
1300,1.7,60,2400,0.643087819
1300,1.7,60,2600,0.508585001
1300,1.7,60,2800,0.363338386
1300,1.7,60,3000,0.226249122
1300,1.7,60,3200,0.112564264
1300,1.7,60,3400,0.034716234
1300,1.7,60,3600,0.001144067
1300,1.7,60,3800,0.014123231
1300,1.7,60,4000,0.070379138
1300,1.7,62,2000,0.781809599
1300,1.7,62,2200,0.701977262
1300,1.7,62,2400,0.5893967
1300,1.7,62,2600,0.453751163
1300,1.7,62,2800,0.311728203
1300,1.7,62,3000,0.182504444
1300,1.7,62,3200,0.080943442
1300,1.7,62,3400,0.018072896
1300,1.7,62,3600,3.86E-04
1300,1.7,62,3800,0.027838339
1300,1.7,62,4000,0.094932957
1300,1.7,64,2000,0.740586843
1300,1.7,64,2200,0.653121032
1300,1.7,64,2400,0.536122787
1300,1.7,64,2600,0.400554986
1300,1.7,64,2800,0.263154954
1300,1.7,64,3000,0.143060335
1300,1.7,64,3200,0.054527865
1300,1.7,64,3400,0.006949911
1300,1.7,64,3600,0.004662258
1300,1.7,64,3800,0.045151032
1300,1.7,64,4000,0.120793051
1300,1.7,66,2000,0.698935534
1300,1.7,66,2200,0.604786616
1300,1.7,66,2400,0.484422768
1300,1.7,66,2600,0.350212523
1300,1.7,66,2800,0.218752078
1300,1.7,66,3000,0.108801724
1300,1.7,66,3200,0.033768577
1300,1.7,66,3400,0.001226456
1300,1.7,66,3600,0.013236852
1300,1.7,66,3800,0.064762493
1300,1.7,66,4000,0.146254537
1300,1.7,68,2000,0.657326688
1300,1.7,68,2200,0.557685883
1300,1.7,68,2400,0.435163536
1300,1.7,68,2600,0.303576157
1300,1.7,68,2800,0.179204054
1300,1.7,68,3000,0.080099891
1300,1.7,68,3200,0.018584801
1300,1.7,68,3400,2.92E-04
1300,1.7,68,3600,0.025004144
1300,1.7,68,3800,0.085208025
1300,1.7,68,4000,0.169708098
1300,1.7,70,2000,0.616030653
1300,1.7,70,2200,0.512285934
1300,1.7,70,2400,0.388923223
1300,1.7,70,2600,0.261161365
1300,1.7,70,2800,0.144805401
1300,1.7,70,3000,0.056904979
1300,1.7,70,3200,0.008491462
1300,1.7,70,3400,0.003208341
1300,1.7,70,3600,0.038670711
1300,1.7,70,3800,0.105042846
1300,1.7,70,4000,0.189803647
1300,1.8,50,2000,0.931327243
1300,1.8,50,2200,0.832943408
1300,1.8,50,2400,0.689607991
1300,1.8,50,2600,0.52021989
1300,1.8,50,2800,0.346948412
1300,1.8,50,3000,0.191670112
1300,1.8,50,3200,0.074107529
1300,1.8,50,3400,0.009637083
1300,1.8,50,3600,0.006246629
1300,1.8,50,3800,0.064325728
1300,1.8,50,4000,0.17625706
1300,1.8,52,2000,0.911234143
1300,1.8,52,2200,0.809635453
1300,1.8,52,2400,0.664442165
1300,1.8,52,2600,0.494973038
1300,1.8,52,2800,0.324075515
1300,1.8,52,3000,0.173485658
1300,1.8,52,3200,0.062487808
1300,1.8,52,3400,0.005753078
1300,1.8,52,3600,0.010172769
1300,1.8,52,3800,0.074940691
1300,1.8,52,4000,0.191096064
1300,1.8,54,2000,0.885149683
1300,1.8,54,2200,0.77935021
1300,1.8,54,2400,0.631927637
1300,1.8,54,2600,0.462663244
1300,1.8,54,2800,0.295154939
1300,1.8,54,3000,0.150995956
1300,1.8,54,3200,0.048806144
1300,1.8,54,3400,0.002218208
1300,1.8,54,3600,0.01664165
1300,1.8,54,3800,0.089680268
1300,1.8,54,4000,0.210628533
1300,1.8,56,2000,0.854225091
1300,1.8,56,2200,0.743590355
1300,1.8,56,2400,0.593910554
1300,1.8,56,2600,0.425401114
1300,1.8,56,2800,0.262396134
1300,1.8,56,3000,0.126307183
1300,1.8,56,3200,0.034839994
1300,1.8,56,3400,2.53E-04
1300,1.8,56,3600,0.02612209
1300,1.8,56,3800,0.108160125
1300,1.8,56,4000,0.233625256
1300,1.8,58,2000,0.819570067
1300,1.8,58,2200,0.70381014
1300,1.8,58,2400,0.552161049
1300,1.8,58,2600,0.385190648
1300,1.8,58,2800,0.227865886
1300,1.8,58,3000,0.101334573
1300,1.8,58,3200,0.022127498
1300,1.8,58,3400,8.02E-04
1300,1.8,58,3600,0.038791524
1300,1.8,58,3800,0.129724834
1300,1.8,58,4000,0.258660181
1300,1.8,60,2000,0.782217392
1300,1.8,60,2200,0.661365498
1300,1.8,60,2400,0.508302142
1300,1.8,60,2600,0.343831438
1300,1.8,60,2800,0.193367897
1300,1.8,60,3000,0.077668486
1300,1.8,60,3200,0.011832423
1300,1.8,60,3400,0.004418038
1300,1.8,60,3600,0.054461619
1300,1.8,60,3800,0.153436338
1300,1.8,60,4000,0.284181388
1300,1.8,62,2000,0.743092439
1300,1.8,62,2200,0.61747415
1300,1.8,62,2400,0.463759217
1300,1.8,62,2600,0.30285371
1300,1.8,62,2800,0.160368191
1300,1.8,62,3000,0.056501097
1300,1.8,62,3200,0.004683791
1300,1.8,62,3400,0.011229777
1300,1.8,62,3600,0.072589238
1300,1.8,62,3800,0.178136445
1300,1.8,62,4000,0.308628958
1300,1.8,64,2000,0.702987014
1300,1.8,64,2200,0.573185048
1300,1.8,64,2400,0.419728364
1300,1.8,64,2600,0.263483988
1300,1.8,64,2800,0.129962457
1300,1.8,64,3000,0.038606237
1300,1.8,64,3200,9.78E-04
1300,1.8,64,3400,0.020975096
1300,1.8,64,3600,0.092349052
1300,1.8,64,3800,0.202554281
1300,1.8,64,4000,0.330565234
1300,1.8,66,2000,0.662536486
1300,1.8,66,2200,0.529356077
1300,1.8,66,2400,0.377160933
1300,1.8,66,2600,0.226637168
1300,1.8,66,2800,0.102878815
1300,1.8,66,3000,0.024361285
1300,1.8,66,3200,6.27E-04
1300,1.8,66,3400,0.033077844
1300,1.8,66,3600,0.112738041
1300,1.8,66,3800,0.225425745
1300,1.8,66,4000,0.348784003
1300,1.8,68,2000,0.622198477
1300,1.8,68,2200,0.486638397
1300,1.8,68,2400,0.33676099
1300,1.8,68,2600,0.192929567
1300,1.8,68,2800,0.079507787
1300,1.8,68,3000,0.013798458
1300,1.8,68,3200,0.003232336
1300,1.8,68,3400,0.046742294
1300,1.8,68,3600,0.132682816
1300,1.8,68,3800,0.245595751
1300,1.8,68,4000,0.36237478
1300,1.8,70,2000,0.582230597
1300,1.8,70,2200,0.445465132
1300,1.8,70,2400,0.298992018
1300,1.8,70,2600,0.162706877
1300,1.8,70,2800,0.05995069
1300,1.8,70,3000,0.006672988
1300,1.8,70,3200,0.008170355
1300,1.8,70,3400,0.06104475
1300,1.8,70,3600,0.151126093
1300,1.8,70,3800,0.262081961
1300,1.8,70,4000,0.370730743
1300,1.9,50,2000,0.834854132
1300,1.9,50,2200,0.677771601
1300,1.9,50,2400,0.49038524
1300,1.9,50,2600,0.302655139
1300,1.9,50,2800,0.143319728
1300,1.9,50,3000,0.036886881
1300,1.9,50,3200,2.50E-05
1300,1.9,50,3400,0.038312446
1300,1.9,50,3600,0.145982214
1300,1.9,50,3800,0.305902609
1300,1.9,50,4000,0.493897191
1300,1.9,52,2000,0.816417198
1300,1.9,52,2200,0.658047024
1300,1.9,52,2400,0.470864028
1300,1.9,52,2600,0.28559545
1300,1.9,52,2800,0.130861203
1300,1.9,52,3000,0.030531787
1300,1.9,52,3200,4.39E-04
1300,1.9,52,3400,0.044936513
1300,1.9,52,3600,0.157074699
1300,1.9,52,3800,0.318345497
1300,1.9,52,4000,0.504096958
1300,1.9,54,2000,0.792487851
1300,1.9,54,2200,0.632460321
1300,1.9,54,2400,0.445746093
1300,1.9,54,2600,0.263875033
1300,1.9,54,2800,0.115338742
1300,1.9,54,3000,0.023131119
1300,1.9,54,3200,0.001884621
1300,1.9,54,3400,0.054313942
1300,1.9,54,3600,0.171903251
1300,1.9,54,3800,0.334392597
1300,1.9,54,4000,0.516527721
1300,1.9,56,2000,0.764115803
1300,1.9,56,2200,0.602311729
1300,1.9,56,2400,0.416515812
1300,1.9,56,2600,0.239012184
1300,1.9,56,2800,0.098123466
1300,1.9,56,3000,0.015722194
1300,1.9,56,3200,0.004897422
1300,1.9,56,3400,0.066358158
1300,1.9,56,3600,0.189752039
1300,1.9,56,3800,0.352796988
1300,1.9,56,4000,0.529618714
1300,1.9,58,2000,0.732314563
1300,1.9,58,2200,0.568853765
1300,1.9,58,2400,0.384593219
1300,1.9,58,2600,0.212443376
1300,1.9,58,2800,0.080480218
1300,1.9,58,3000,0.009212209
1300,1.9,58,3200,0.009867183
1300,1.9,58,3400,0.080838322
1300,1.9,58,3600,0.209785903
1300,1.9,58,3800,0.372253033
1300,1.9,58,4000,0.541820049
1300,1.9,60,2000,0.698028973
1300,1.9,60,2200,0.533246834
1300,1.9,60,2400,0.351272995
1300,1.9,60,2600,0.185447544
1300,1.9,60,2800,0.063483932
1300,1.9,60,3000,0.004295922
1300,1.9,60,3200,0.016972876
1300,1.9,60,3400,0.097344434
1300,1.9,60,3600,0.231060322
1300,1.9,60,3800,0.391462254
1300,1.9,60,4000,0.551723413
1300,1.9,62,2000,0.662107221
1300,1.9,62,2200,0.496525349
1300,1.9,62,2400,0.317681829
1300,1.9,62,2600,0.159096476
1300,1.9,62,2800,0.047970112
1300,1.9,62,3000,0.001414177
1300,1.9,62,3200,0.02615926
1300,1.9,62,3400,0.115292905
1300,1.9,62,3600,0.252560078
1300,1.9,62,3800,0.409206507
1300,1.9,62,4000,0.558164191
1300,1.9,64,2000,0.625276782
1300,1.9,64,2200,0.459573442
1300,1.9,64,2400,0.284752922
1300,1.9,64,2600,0.134229436
1300,1.9,64,2800,0.034515843
1300,1.9,64,3000,7.47E-04
1300,1.9,64,3200,0.037148745
1300,1.9,64,3400,0.133961302
1300,1.9,64,3600,0.273253528
1300,1.9,64,3800,0.424413753
1300,1.9,64,4000,0.560290721
1300,1.9,66,2000,0.588123394
1300,1.9,66,2200,0.423108837
1300,1.9,66,2400,0.253215434
1300,1.9,66,2600,0.111448755
1300,1.9,66,2800,0.023445781
1300,1.9,66,3000,0.002235483
1300,1.9,66,3200,0.049476413
1300,1.9,66,3400,0.152537732
1300,1.9,66,3600,0.292147299
1300,1.9,66,3800,0.436202286
1300,1.9,66,4000,0.557589306
1300,1.9,68,2000,0.551071727
1300,1.9,68,2200,0.387673038
1300,1.9,68,2400,0.223596008
1300,1.9,68,2600,0.091132167
1300,1.9,68,2800,0.01485663
1300,1.9,68,3000,0.005614571
1300,1.9,68,3200,0.062535584
1300,1.9,68,3400,0.17017012
1300,1.9,68,3600,0.308327434
1300,1.9,68,3800,0.443893272
1300,1.9,68,4000,0.549859931
1300,1.9,70,2000,0.514365795
1300,1.9,70,2200,0.353625614
1300,1.9,70,2400,0.196229034
1300,1.9,70,2600,0.073457246
1300,1.9,70,2800,0.008653471
1300,1.9,70,3000,0.010461581
1300,1.9,70,3200,0.075622557
1300,1.9,70,3400,0.186002731
1300,1.9,70,3600,0.320976194
1300,1.9,70,3800,0.446986787
1300,1.9,70,4000,0.537144781
1300,2,50,2000,0.704794764
1300,2,50,2200,0.504684602
1300,2,50,2400,0.301069941
1300,2,50,2600,0.130963271
1300,2,50,2800,0.025020724
1300,2,50,3000,0.002855074
1300,2,50,3200,0.068583761
1300,2,50,3400,0.210476551
1300,2,50,3600,0.402449392
1300,2,50,3800,0.610238491
1300,2,50,4000,0.795719636
1300,2,52,2000,0.688979617
1300,2,52,2200,0.489018333
1300,2,52,2400,0.287455547
1300,2,52,2600,0.12144926
1300,2,52,2800,0.020904323
1300,2,52,3000,0.004556512
1300,2,52,3200,0.075259832
1300,2,52,3400,0.220170585
1300,2,52,3600,0.411839799
1300,2,52,3800,0.615921451
1300,2,52,4000,0.794139996
1300,2,54,2000,0.66846415
1300,2,54,2200,0.468791535
1300,2,54,2400,0.270023938
1300,2,54,2600,0.109477328
1300,2,54,2800,0.016091474
1300,2,54,3000,0.007357772
1300,2,54,3200,0.084437926
1300,2,54,3400,0.233010669
1300,2,54,3600,0.42389836
1300,2,54,3800,0.62264469
1300,2,54,4000,0.791012843
1300,2,56,2000,0.644183659
1300,2,56,2200,0.445086467
1300,2,56,2400,0.249876029
1300,2,56,2600,0.096008869
1300,2,56,2800,0.011244741
1300,2,56,3000,0.011494018
1300,2,56,3200,0.095852072
1300,2,56,3400,0.248273077
1300,2,56,3600,0.437574749
1300,2,56,3800,0.629264998
1300,2,56,4000,0.78546851
1300,2,58,2000,0.617056476
1300,2,58,2200,0.418956235
1300,2,58,2400,0.228070679
1300,2,58,2600,0.081947828
1300,2,58,2800,0.006952356
1300,2,58,3000,0.017116535
1300,2,58,3200,0.109153326
1300,2,58,3400,0.265172087
1300,2,58,3600,0.451796333
1300,2,58,3800,0.634669611
1300,2,58,4000,0.77673058
1300,2,60,2000,0.587988275
1300,2,60,2200,0.391409686
1300,2,60,2400,0.205590286
1300,2,60,2600,0.068094161
1300,2,60,2800,0.003674566
1300,2,60,3000,0.024244367
1300,2,60,3200,0.123879999
1300,2,60,3400,0.282865454
1300,2,60,3600,0.465506902
1300,2,60,3800,0.637856855
1300,2,60,4000,0.764214094
1300,2,62,2000,0.558112108
1300,2,62,2200,0.36356433
1300,2,62,2400,0.183419812
1300,2,62,2600,0.055169789
1300,2,62,2800,0.001712325
1300,2,62,3000,0.032701153
1300,2,62,3200,0.139387528
1300,2,62,3400,0.300427433
1300,2,62,3600,0.47763347
1300,2,62,3800,0.637981052
1300,2,62,4000,0.747588438
1300,2,64,2000,0.524836147
1300,2,64,2200,0.334494363
1300,2,64,2400,0.161404429
1300,2,64,2600,0.043301084
1300,2,64,2800,0.001166844
1300,2,64,3000,0.042243668
1300,2,64,3200,0.154907783
1300,2,64,3400,0.316837663
1300,2,64,3600,0.486702029
1300,2,64,3800,0.63422031
1300,2,64,4000,0.726992602
1300,2,66,2000,0.496569298
1300,2,66,2200,0.309999814
1300,2,66,2400,0.144246225
1300,2,66,2600,0.041893678
1300,2,66,2800,0.002710206
1300,2,66,3000,0.054486035
1300,2,66,3200,0.172338688
1300,2,66,3400,0.332989592
1300,2,66,3600,0.49536885
1300,2,66,3800,0.627011033
1300,2,66,4000,0.702259202
1300,2,68,2000,0.487945197
1300,2,68,2200,0.266434817
1300,2,68,2400,0.119056294
1300,2,68,2600,0.023509788
1300,2,68,2800,0.004398933
1300,2,68,3000,0.064152346
1300,2,68,3200,0.185096378
1300,2,68,3400,0.344450833
1300,2,68,3600,0.482964034
1300,2,68,3800,0.616368909
1300,2,68,4000,0.67211173
1300,2,70,2000,0.421418564
1300,2,70,2200,0.250745208
1300,2,70,2400,0.103541486
1300,2,70,2600,0.017189142
1300,2,70,2800,0.00724894
1300,2,70,3000,0.071535741
1300,2,70,3200,0.20989266
1300,2,70,3400,0.355875045
1300,2,70,3600,0.500097562
1300,2,70,3800,0.599409831
1300,2,70,4000,0.641269058
1300,2.1,50,2000,0.561248194
1300,2.1,50,2200,0.340349587
1300,2.1,50,2400,0.149920294
1300,2.1,50,2600,0.028829384
1300,2.1,50,2800,0.003303632
1300,2.1,50,3000,0.078761468
1300,2.1,50,3200,0.239997284
1300,2.1,50,3400,0.452884945
1300,2.1,50,3600,0.67363111
1300,2.1,50,3800,0.855653063
1300,2.1,50,4000,0.961119495
1300,2.1,52,2000,0.549653513
1300,2.1,52,2200,0.329857922
1300,2.1,52,2400,0.142505539
1300,2.1,52,2600,0.025567301
1300,2.1,52,2800,0.004657909
1300,2.1,52,3000,0.083980148
1300,2.1,52,3200,0.247383469
1300,2.1,52,3400,0.459234112
1300,2.1,52,3600,0.676137
1300,2.1,52,3800,0.851047883
1300,2.1,52,4000,0.947523429
1300,2.1,54,2000,0.533015752
1300,2.1,54,2200,0.315601126
1300,2.1,54,2400,0.133216836
1300,2.1,54,2600,0.022167979
1300,2.1,54,2800,0.005382788
1300,2.1,54,3000,0.097554601
1300,2.1,54,3200,0.260436972
1300,2.1,54,3400,0.469973051
1300,2.1,54,3600,0.680277646
1300,2.1,54,3800,0.845182114
1300,2.1,54,4000,0.929080693
1300,2.1,56,2000,0.444830867
1300,2.1,56,2200,0.291718437
1300,2.1,56,2400,0.117826875
1300,2.1,56,2600,0.016286275
1300,2.1,56,2800,0.010360909
1300,2.1,56,3000,0.100967593
1300,2.1,56,3200,0.268988019
1300,2.1,56,3400,0.466288329
1300,2.1,56,3600,0.686235844
1300,2.1,56,3800,0.837416338
1300,2.1,56,4000,0.90579078
1300,2.1,58,2000,0.486639449
1300,2.1,58,2200,0.276783573
1300,2.1,58,2400,0.107143584
1300,2.1,58,2600,0.013000168
1300,2.1,58,2800,0.152707655
1300,2.1,58,3000,0.115808169
1300,2.1,58,3200,0.28642672
1300,2.1,58,3400,0.490837257
1300,2.1,58,3600,0.684802603
1300,2.1,58,3800,0.824477059
1300,2.1,58,4000,0.875855304
1300,2.1,60,2000,0.465874067
1300,2.1,60,2200,0.260117407
1300,2.1,60,2400,0.138016709
1300,2.1,60,2600,0.007278237
1300,2.1,60,2800,0.021022349
1300,2.1,60,3000,0.125605081
1300,2.1,60,3200,0.299071446
1300,2.1,60,3400,0.494105392
1300,2.1,60,3600,0.687930141
1300,2.1,60,3800,0.810601775
1300,2.1,60,4000,0.845284595
1300,2.1,62,2000,0.447395656
1300,2.1,62,2200,0.207284001
1300,2.1,62,2400,0.077357853
1300,2.1,62,2600,0.00503107
1300,2.1,62,2800,0.026938289
1300,2.1,62,3000,0.134953794
1300,2.1,62,3200,0.320767923
1300,2.1,62,3400,0.512686613
1300,2.1,62,3600,0.682953675
1300,2.1,62,3800,0.792212539
1300,2.1,62,4000,0.809048264
1300,2.1,64,2000,0.296169739
1300,2.1,64,2200,0.210822435
1300,2.1,64,2400,0.06691095
1300,2.1,64,2600,0.003296926
1300,2.1,64,2800,0.031202499
1300,2.1,64,3000,0.15671671
1300,2.1,64,3200,0.329617656
1300,2.1,64,3400,0.518520423
1300,2.1,64,3600,0.675829757
1300,2.1,64,3800,0.766188141
1300,2.1,64,4000,0.769332416
1300,2.1,66,2000,0.3754603
1300,2.1,66,2200,0.193324752
1300,2.1,66,2400,0.05684178
1300,2.1,66,2600,0.002619793
1300,2.1,66,2800,0.045266761
1300,2.1,66,3000,0.16686263
1300,2.1,66,3200,0.340818362
1300,2.1,66,3400,0.521544242
1300,2.1,66,3600,0.671518421
1300,2.1,66,3800,0.744024679
1300,2.1,66,4000,0.727432105
1300,2.1,68,2000,0.354961879
1300,2.1,68,2200,0.175877023
1300,2.1,68,2400,0.048635723
1300,2.1,68,2600,0.002944236
1300,2.1,68,2800,0.052257556
1300,2.1,68,3000,0.177883733
1300,2.1,68,3200,0.348572189
1300,2.1,68,3400,0.526867415
1300,2.1,68,3600,0.656825075
1300,2.1,68,3800,0.71584799
1300,2.1,68,4000,0.684896921
1300,2.1,70,2000,0.331885739
1300,2.1,70,2200,0.159840315
1300,2.1,70,2400,0.093953911
1300,2.1,70,2600,0.0037124
1300,2.1,70,2800,0.059916382
1300,2.1,70,3000,0.186902097
1300,2.1,70,3200,0.366476751
1300,2.1,70,3400,0.523453442
1300,2.1,70,3600,0.639849986
1300,2.1,70,3800,0.684962425
1300,2.1,70,4000,0.635635618
1300,2.2,50,2000,0.42108236
1300,2.2,50,2200,0.206373026
1300,2.2,50,2400,0.046228142
1300,2.2,50,2600,4.01E-04
1300,2.2,50,2800,0.065833896
1300,2.2,50,3000,0.230732518
1300,2.2,50,3200,0.454998762
1300,2.2,50,3400,0.694996889
1300,2.2,50,3600,0.87776298
1300,2.2,50,3800,0.971670076
1300,2.2,50,4000,0.952711489
1300,2.2,52,2000,0.432800043
1300,2.2,52,2200,0.189812165
1300,2.2,52,2400,0.045273504
1300,2.2,52,2600,8.82E-04
1300,2.2,52,2800,0.068551573
1300,2.2,52,3000,0.242762004
1300,2.2,52,3200,0.464472993
1300,2.2,52,3400,0.693220005
1300,2.2,52,3600,0.872353832
1300,2.2,52,3800,0.95672792
1300,2.2,52,4000,0.931318527
1300,2.2,54,2000,0.389936761
1300,2.2,54,2200,0.18223238
1300,2.2,54,2400,0.041312844
1300,2.2,54,2600,0.001097545
1300,2.2,54,2800,0.078115555
1300,2.2,54,3000,0.247311495
1300,2.2,54,3200,0.470448717
1300,2.2,54,3400,0.690968347
1300,2.2,54,3600,0.866698492
1300,2.2,54,3800,0.941134721
1300,2.2,54,4000,0.904252228
1300,2.2,56,2000,0.377303306
1300,2.2,56,2200,0.172147184
1300,2.2,56,2400,0.044023084
1300,2.2,56,2600,0.003914296
1300,2.2,56,2800,0.084299412
1300,2.2,56,3000,0.256097927
1300,2.2,56,3200,0.490317684
1300,2.2,56,3400,0.698050686
1300,2.2,56,3600,0.857215196
1300,2.2,56,3800,0.919212584
1300,2.2,56,4000,0.869740808
1300,2.2,58,2000,0.361907347
1300,2.2,58,2200,0.164869031
1300,2.2,58,2400,0.02787302
1300,2.2,58,2600,0.006011758
1300,2.2,58,2800,0.091839567
1300,2.2,58,3000,0.27681998
1300,2.2,58,3200,0.489175944
1300,2.2,58,3400,0.69791999
1300,2.2,58,3600,0.845130544
1300,2.2,58,3800,0.8932004
1300,2.2,58,4000,0.832153145
1300,2.2,60,2000,0.346944938
1300,2.2,60,2200,0.137151475
1300,2.2,60,2400,0.023620065
1300,2.2,60,2600,0.008790808
1300,2.2,60,2800,0.157305807
1300,2.2,60,3000,0.281777917
1300,2.2,60,3200,0.49675114
1300,2.2,60,3400,0.694165917
1300,2.2,60,3600,0.831752809
1300,2.2,60,3800,0.863682965
1300,2.2,60,4000,0.790515267
1300,2.2,62,2000,0.348736889
1300,2.2,62,2200,0.129009399
1300,2.2,62,2400,0.019217907
1300,2.2,62,2600,0.011316403
1300,2.2,62,2800,0.114042128
1300,2.2,62,3000,0.292585477
1300,2.2,62,3200,0.502486128
1300,2.2,62,3400,0.69601507
1300,2.2,62,3600,0.814444478
1300,2.2,62,3800,0.831525486
1300,2.2,62,4000,0.743444537
1300,2.2,64,2000,0.28337077
1300,2.2,64,2200,0.117376232
1300,2.2,64,2400,0.015437896
1300,2.2,64,2600,0.019628247
1300,2.2,64,2800,0.123325955
1300,2.2,64,3000,0.302385958
