lambda (nm),n,alpha (deg),f,TM
1700,2.1,44,0.44,0.811689394
1700,2.1,44,0.46,0.844058554
1700,2.1,44,0.48,0.868372817
1700,2.1,44,0.5,0.886847256
1700,2.1,46,0.3,0.261367466
1700,2.1,46,0.32,0.355573242
1700,2.1,46,0.34,0.454030178
1700,2.1,46,0.36,0.548778929
1700,2.1,46,0.38,0.63324138
1700,2.1,46,0.4,0.703852429
1700,2.1,46,0.42,0.759974999
1700,2.1,46,0.44,0.803036774
1700,2.1,46,0.46,0.835426679
1700,2.1,46,0.48,0.85971505
1700,2.1,46,0.5,0.87813468
1700,2.1,48,0.3,0.253242567
1700,2.1,48,0.32,0.345679031
1700,2.1,48,0.34,0.442737393
1700,2.1,48,0.36,0.536525211
1700,2.1,48,0.38,0.620402577
1700,2.1,48,0.4,0.690681884
1700,2.1,48,0.42,0.746601974
1700,2.1,48,0.44,0.789506004
1700,2.1,48,0.46,0.821738331
1700,2.1,48,0.48,0.845857345
1700,2.1,48,0.5,0.864112242
1700,2.1,50,0.3,0.243558893
1700,2.1,50,0.32,0.333774795
1700,2.1,50,0.34,0.42899314
1700,2.1,50,0.36,0.521409689
1700,2.1,50,0.38,0.604333749
1700,2.1,50,0.4,0.673953976
1700,2.1,50,0.42,0.729383174
1700,2.1,50,0.44,0.771878888
1700,2.1,50,0.46,0.803740275
1700,2.1,50,0.48,0.827510501
1700,2.1,50,0.5,0.845454784
1700,2.2,30,0.3,0.257721494
1700,2.2,30,0.32,0.351635447
1700,2.2,30,0.34,0.446593368
1700,2.2,30,0.36,0.533428916
1700,2.2,30,0.38,0.606062884
1700,2.2,30,0.4,0.662563954
1700,2.2,30,0.42,0.704241819
1700,2.2,30,0.44,0.73396875
1700,2.2,30,0.46,0.754850754
1700,2.2,30,0.48,0.76962186
1700,2.2,30,0.5,0.780304232
1700,2.2,32,0.3,0.278196488
1700,2.2,32,0.32,0.375948093
1700,2.2,32,0.34,0.473763055
1700,2.2,32,0.36,0.562599794
1700,2.2,32,0.38,0.636693385
1700,2.2,32,0.4,0.694420143
1700,2.2,32,0.42,0.737263074
1700,2.2,32,0.44,0.768157611
1700,2.2,32,0.46,0.79022198
1700,2.2,32,0.48,0.806179737
1700,2.2,32,0.5,0.818045761
1700,2.2,34,0.3,0.294530036
1700,2.2,34,0.32,0.395457709
1700,2.2,34,0.34,0.495795244
1700,2.2,34,0.36,0.586548658
1700,2.2,34,0.38,0.662119364
1700,2.2,34,0.4,0.721070067
1700,2.2,34,0.42,0.764997905
1700,2.2,34,0.44,0.796887575
1700,2.2,34,0.46,0.819883278
1700,2.2,34,0.48,0.836709133
1700,2.2,34,0.5,0.849386739
1700,2.2,36,0.3,0.306602331
1700,2.2,36,0.32,0.410042668
1700,2.2,36,0.34,0.512493049
1700,2.2,36,0.36,0.604945908
1700,2.2,36,0.38,0.681867078
1700,2.2,36,0.4,0.741921137
1700,2.2,36,0.42,0.786776771
1700,2.2,36,0.44,0.819456537
1700,2.2,36,0.46,0.843136319
1700,2.2,36,0.48,0.860549513
1700,2.2,36,0.5,0.873735706
1700,2.2,38,0.3,0.314435198
1700,2.2,38,0.32,0.419690708
1700,2.2,38,0.34,0.523770911
1700,2.2,38,0.36,0.617615339
1700,2.2,38,0.38,0.695681651
1700,2.2,38,0.4,0.756668098
1700,2.2,38,0.42,0.802276656
1700,2.2,38,0.44,0.83555417
1700,2.2,38,0.46,0.859707204
1700,2.2,38,0.48,0.877485005
1700,2.2,38,0.5,0.890953632
1700,2.2,40,0.3,0.318189077
1700,2.2,40,0.32,0.424536707
1700,2.2,40,0.34,0.529714229
1700,2.2,40,0.36,0.624587834
1700,2.2,40,0.38,0.70355332
1700,2.2,40,0.4,0.765282804
1700,2.2,40,0.42,0.811474196
1700,2.2,40,0.44,0.84518218
1700,2.2,40,0.46,0.869638549
1700,2.2,40,0.48,0.887612767
1700,2.2,40,0.5,0.901203075
1700,2.2,42,0.3,0.318165172
1700,2.2,42,0.32,0.424881273
1700,2.2,42,0.34,0.530600001
1700,2.2,42,0.36,0.626108601
1700,2.2,42,0.38,0.705701692
1700,2.2,42,0.4,0.767973082
1700,2.2,42,0.42,0.814581085
1700,2.2,42,0.44,0.848570311
1700,2.2,42,0.46,0.873189618
1700,2.2,42,0.48,0.891230949
1700,2.2,42,0.5,0.904827867
1700,2.2,44,0.3,0.314790197
1700,2.2,44,0.32,0.421179893
1700,2.2,44,0.34,0.526883557
1700,2.2,44,0.36,0.622615022
1700,2.2,44,0.38,0.702541399
1700,2.2,44,0.4,0.765135986
1700,2.2,44,0.42,0.811986438
1700,2.2,44,0.44,0.846110286
1700,2.2,44,0.46,0.870763785
1700,2.2,44,0.48,0.888761904
1700,2.2,44,0.5,0.902274473
1700,2.2,46,0.3,0.30858222
1700,2.2,46,0.32,0.414007974
1700,2.2,46,0.34,0.519162588
1700,2.2,46,0.36,0.614699202
1700,2.2,46,0.38,0.694643163
1700,2.2,46,0.4,0.75731749
1700,2.2,46,0.42,0.804215405
1700,2.2,46,0.44,0.838313787
1700,2.2,46,0.46,0.862866338
1700,2.2,46,0.48,0.880710461
1700,2.2,46,0.5,0.894051558
1700,2.2,48,0.3,0.30010502
1700,2.2,48,0.32,0.404011577
1700,2.2,48,0.34,0.508128369
1700,2.2,48,0.36,0.60306298
1700,2.2,48,0.38,0.682694484
1700,2.2,48,0.4,0.745179125
1700,2.2,48,0.42,0.791901235
1700,2.2,48,0.44,0.825788934
1700,2.2,48,0.46,0.850084808
1700,2.2,48,0.48,0.867647646
1700,2.2,48,0.5,0.880716722
1700,2.2,50,0.3,0.289920575
1700,2.2,50,0.32,0.391853793
1700,2.2,50,0.34,0.494511792
1700,2.2,50,0.36,0.58846885
1700,2.2,50,0.38,0.667458813
1700,2.2,50,0.4,0.729466277
1700,2.2,50,0.42,0.775762234
1700,2.2,50,0.44,0.809224579
1700,2.2,50,0.46,0.833079652
1700,2.2,50,0.48,0.850206798
1700,2.2,50,0.5,0.862877154
1700,2.3,30,0.3,0.309313116
1700,2.3,30,0.32,0.413296739
1700,2.3,30,0.34,0.51172745
1700,2.3,30,0.36,0.595046836
1700,2.3,30,0.38,0.659351499
1700,2.3,30,0.4,0.705557873
1700,2.3,30,0.42,0.737212416
1700,2.3,30,0.44,0.758211122
1700,2.3,30,0.46,0.771947952
1700,2.3,30,0.48,0.781002943
1700,2.3,30,0.5,0.787272962
1700,2.3,32,0.3,0.330571176
1700,2.3,32,0.32,0.437668725
1700,2.3,32,0.34,0.538147391
1700,2.3,32,0.36,0.622852728
1700,2.3,32,0.38,0.688283548
1700,2.3,32,0.4,0.735588018
1700,2.3,32,0.42,0.768391265
1700,2.3,32,0.44,0.790598624
1700,2.3,32,0.46,0.805588181
1700,2.3,32,0.48,0.815933857
1700,2.3,32,0.5,0.823530816
1700,2.3,34,0.3,0.347607857
1700,2.3,34,0.32,0.457418647
1700,2.3,34,0.34,0.559872544
1700,2.3,34,0.36,0.646039101
1700,2.3,34,0.38,0.712651502
1700,2.3,34,0.4,0.761006891
1700,2.3,34,0.42,0.794800454
1700,2.3,34,0.44,0.817962687
1700,2.3,34,0.46,0.833877329
1700,2.3,34,0.48,0.84512335
1700,2.3,34,0.5,0.85360711
1700,2.3,36,0.3,0.360320919
1700,2.3,36,0.32,0.472387016
1700,2.3,36,0.34,0.576608607
1700,2.3,36,0.36,0.664149118
1700,2.3,36,0.38,0.731859929
1700,2.3,36,0.4,0.781128133
1700,2.3,36,0.42,0.815709827
1700,2.3,36,0.44,0.839568397
1700,2.3,36,0.46,0.856107906
1700,2.3,36,0.48,0.86792202
1700,2.3,36,0.5,0.876938606
1700,2.3,38,0.3,0.368715504
1700,2.3,38,0.32,0.482509689
1700,2.3,38,0.34,0.588190872
1700,2.3,38,0.36,0.676922342
1700,2.3,38,0.38,0.745583232
1700,2.3,38,0.4,0.795598703
1700,2.3,38,0.42,0.830770735
1700,2.3,38,0.44,0.855096999
1700,2.3,38,0.46,0.87201123
1700,2.3,38,0.48,0.884130396
1700,2.3,38,0.5,0.893412159
1700,2.3,40,0.3,0.372924748
1700,2.3,40,0.32,0.487869235
1700,2.3,40,0.34,0.594637214
1700,2.3,40,0.36,0.68432287
1700,2.3,40,0.38,0.753756939
1700,2.3,40,0.4,0.80435298
1700,2.3,40,0.42,0.839937972
1700,2.3,40,0.44,0.864540993
1700,2.3,40,0.46,0.881630441
1700,2.3,40,0.48,0.893853893
1700,2.3,40,0.5,0.903205123
1700,2.3,42,0.3,0.373223172
1700,2.3,42,0.32,0.488716396
1700,2.3,42,0.34,0.596159798
1700,2.3,42,0.36,0.686528633
1700,2.3,42,0.38,0.756540904
1700,2.3,42,0.4,0.807551931
1700,2.3,42,0.42,0.843389472
1700,2.3,42,0.44,0.868108255
1700,2.3,42,0.46,0.885212661
1700,2.3,42,0.48,0.897386409
1700,2.3,42,0.5,0.906663497
1700,2.3,44,0.3,0.370016846
1700,2.3,44,0.32,0.485460538
1700,2.3,44,0.34,0.593147778
1700,2.3,44,0.36,0.683901579
1700,2.3,44,0.38,0.75427626
1700,2.3,44,0.4,0.805528491
1700,2.3,44,0.42,0.841462683
1700,2.3,44,0.44,0.866151484
1700,2.3,44,0.46,0.883133648
1700,2.3,44,0.48,0.895132332
1700,2.3,44,0.5,0.904223426
1700,2.3,46,0.3,0.363812254
1700,2.3,46,0.32,0.478637574
1700,2.3,46,0.34,0.586133413
1700,2.3,46,0.36,0.676951603
1700,2.3,46,0.38,0.747447236
1700,2.3,46,0.4,0.798747537
1700,2.3,46,0.42,0.834613059
1700,2.3,46,0.44,0.859125694
1700,2.3,46,0.46,0.875854905
1700,2.3,46,0.48,0.887564149
1700,2.3,46,0.5,0.896370344
1700,2.3,48,0.3,0.355172208
1700,2.3,48,0.32,0.468864775
1700,2.3,48,0.34,0.575749486
1700,2.3,48,0.36,0.666298828
1700,2.3,48,0.38,0.736648735
1700,2.3,48,0.4,0.787778133
1700,2.3,48,0.42,0.823389815
1700,2.3,48,0.44,0.847566817
1700,2.3,48,0.46,0.863904708
1700,2.3,48,0.48,0.875205804
1700,2.3,48,0.5,0.883624843
1700,2.3,50,0.3,0.344668274
1700,2.3,50,0.32,0.456790575
1700,2.3,50,0.34,0.562682417
1700,2.3,50,0.36,0.652634065
1700,2.3,50,0.38,0.722555374
1700,2.3,50,0.4,0.773270561
1700,2.3,50,0.42,0.808419364
1700,2.3,50,0.44,0.832080488
1700,2.3,50,0.46,0.847871289
1700,2.3,50,0.48,0.85862968
1700,2.3,50,0.5,0.866543205
1700,2.4,30,0.3,0.368248995
1700,2.4,30,0.32,0.478340372
1700,2.4,30,0.34,0.574022834
1700,2.4,30,0.36,0.647909247
1700,2.4,30,0.38,0.700012137
1700,2.4,30,0.4,0.734314426
1700,2.4,30,0.42,0.755808116
1700,2.4,30,0.44,0.768614714
1700,2.4,30,0.46,0.775868855
1700,2.4,30,0.48,0.779822994
1700,2.4,30,0.5,0.782129078
1700,2.4,32,0.3,0.389744983
1700,2.4,32,0.32,0.502023488
1700,2.4,32,0.34,0.5990015
1700,2.4,32,0.36,0.67387575
1700,2.4,32,0.38,0.726984589
1700,2.4,32,0.4,0.762390075
1700,2.4,32,0.42,0.785082597
1700,2.4,32,0.44,0.799167473
1700,2.4,32,0.46,0.807776022
1700,2.4,32,0.48,0.813175075
1700,2.4,32,0.5,0.817012664
1700,2.4,34,0.3,0.407151216
1700,2.4,34,0.32,0.521529172
1700,2.4,34,0.34,0.619944237
1700,2.4,34,0.36,0.695938479
1700,2.4,34,0.38,0.750053854
1700,2.4,34,0.4,0.786420507
1700,2.4,34,0.42,0.810058796
1700,2.4,34,0.44,0.825085086
1700,2.4,34,0.46,0.834645001
1700,2.4,34,0.48,0.84102863
1700,2.4,34,0.5,0.845883576
1700,2.4,36,0.3,0.420339389
1700,2.4,36,0.32,0.536601476
1700,2.4,36,0.34,0.636415367
1700,2.4,36,0.36,0.713498987
1700,2.4,36,0.38,0.768512987
1700,2.4,36,0.4,0.805644815
1700,2.4,36,0.42,0.829962939
1700,2.4,36,0.44,0.845613891
1700,2.4,36,0.46,0.855769578
1700,2.4,36,0.48,0.862752458
1700,2.4,36,0.5,0.868215448
1700,2.4,38,0.3,0.429266478
1700,2.4,38,0.32,0.547090781
1700,2.4,38,0.34,0.648150894
1700,2.4,38,0.36,0.726209514
1700,2.4,38,0.38,0.781974459
1700,2.4,38,0.4,0.819672873
1700,2.4,38,0.42,0.844428709
1700,2.4,38,0.44,0.860431953
1700,2.4,38,0.46,0.870889427
1700,2.4,38,0.48,0.87816488
1700,2.4,38,0.5,0.883923592
1700,2.4,40,0.3,0.434013742
1700,2.4,40,0.32,0.553004599
1700,2.4,40,0.34,0.655089035
1700,2.4,40,0.36,0.733966609
1700,2.4,40,0.38,0.790325837
1700,2.4,40,0.4,0.828409062
1700,2.4,40,0.42,0.853395461
1700,2.4,40,0.44,0.86952686
1700,2.4,40,0.46,0.880051178
1700,2.4,40,0.48,0.887381241
1700,2.4,40,0.5,0.893202167
1700,2.4,42,0.3,0.434806852
1700,2.4,42,0.32,0.554523557
1700,2.4,42,0.34,0.65736535
1700,2.4,42,0.36,0.736879294
1700,2.4,42,0.38,0.793673079
1700,2.4,42,0.4,0.831975897
1700,2.4,42,0.42,0.857016476
1700,2.4,42,0.44,0.873092446
1700,2.4,42,0.46,0.883496444
1700,2.4,42,0.48,0.890696131
1700,2.4,42,0.5,0.896403418
1700,2.4,44,0.3,0.432009163
1700,2.4,44,0.32,0.551989124
1700,2.4,44,0.34,0.655287997
1700,2.4,44,0.36,0.735230081
1700,2.4,44,0.38,0.792289076
1700,2.4,44,0.4,0.830653
1700,2.4,44,0.42,0.855590529
1700,2.4,44,0.44,0.871455193
1700,2.4,44,0.46,0.881584888
1700,2.4,44,0.48,0.888505218
1700,2.4,44,0.5,0.893960348
1700,2.4,46,0.3,0.426093398
1700,2.4,46,0.32,0.545873424
1700,2.4,46,0.34,0.649304742
1700,2.4,46,0.36,0.729438977
1700,2.4,46,0.38,0.786574989
1700,2.4,46,0.4,0.824836156
1700,2.4,46,0.42,0.849519123
1700,2.4,46,0.44,0.865030333
1700,2.4,46,0.46,0.874750071
1700,2.4,46,0.48,0.881261977
1700,2.4,46,0.5,0.886345647
1700,2.4,48,0.3,0.417600354
1700,2.4,48,0.32,0.536739104
1700,2.4,48,0.34,0.639966778
1700,2.4,48,0.36,0.72003192
1700,2.4,48,0.38,0.777032618
1700,2.4,48,0.4,0.815012278
1700,2.4,48,0.42,0.839283377
1700,2.4,48,0.44,0.85430022
1700,2.4,48,0.46,0.863479436
1700,2.4,48,0.48,0.869459668
1700,2.4,48,0.5,0.874056348
1700,2.4,50,0.3,0.407092993
1700,2.4,50,0.32,0.525194662
1700,2.4,50,0.34,0.627890298
1700,2.4,50,0.36,0.707610349
1700,2.4,50,0.38,0.764241346
1700,2.4,50,0.4,0.801741894
1700,2.4,50,0.42,0.825430859
1700,2.4,50,0.44,0.839804516
1700,2.4,50,0.46,0.848307552
1700,2.4,50,0.48,0.853627545
1700,2.4,50,0.5,0.857613341
1700,2.5,30,0.3,0.431859648
1700,2.5,30,0.32,0.541239106
1700,2.5,30,0.34,0.627075764
1700,2.5,30,0.36,0.687028306
1700,2.5,30,0.38,0.725473544
1700,2.5,30,0.4,0.748376234
1700,2.5,30,0.42,0.760913894
1700,2.5,30,0.44,0.766719842
1700,2.5,30,0.46,0.768437363
1700,2.5,30,0.48,0.767873478
1700,2.5,30,0.5,0.766417737
1700,2.5,32,0.3,0.452860435
1700,2.5,32,0.32,0.56350817
1700,2.5,32,0.34,0.650144651
1700,2.5,32,0.36,0.710968999
1700,2.5,32,0.38,0.750463028
1700,2.5,32,0.4,0.77454134
1700,2.5,32,0.42,0.788352373
1700,2.5,32,0.44,0.795532352
1700,2.5,32,0.46,0.798755023
1700,2.5,32,0.48,0.799853034
1700,2.5,32,0.5,0.800246909
1700,2.5,34,0.3,0.470168638
1700,2.5,34,0.32,0.582283629
1700,2.5,34,0.34,0.669953515
1700,2.5,34,0.36,0.731717053
1700,2.5,34,0.38,0.772142517
1700,2.5,34,0.4,0.797141813
1700,2.5,34,0.42,0.811880827
1700,2.5,34,0.44,0.820020868
1700,2.5,34,0.46,0.824275282
1700,2.5,34,0.48,0.826501166
1700,2.5,34,0.5,0.828142608
1700,2.5,36,0.3,0.48357193
1700,2.5,36,0.32,0.597160233
1700,2.5,36,0.34,0.685906955
1700,2.5,36,0.36,0.748547058
1700,2.5,36,0.38,0.789719641
1700,2.5,36,0.4,0.815366169
1700,2.5,36,0.42,0.830701388
1700,2.5,36,0.44,0.839427803
1700,2.5,36,0.46,0.844305241
1700,2.5,36,0.48,0.847218832
1700,2.5,36,0.5,0.849633703
1700,2.5,38,0.3,0.492943425
1700,2.5,38,0.32,0.607877616
1700,2.5,38,0.34,0.697637916
1700,2.5,38,0.36,0.761036888
1700,2.5,38,0.38,0.802761244
1700,2.5,38,0.4,0.828800884
1700,2.5,38,0.42,0.844440073
1700,2.5,38,0.44,0.853435255
1700,2.5,38,0.46,0.858598319
1700,2.5,38,0.48,0.861848094
1700,2.5,38,0.5,0.864671567
1700,2.5,40,0.3,0.498287353
1700,2.5,40,0.32,0.614353364
1700,2.5,40,0.34,0.705004876
1700,2.5,40,0.36,0.769025797
1700,2.5,40,0.38,0.811119219
1700,2.5,40,0.4,0.837331594
1700,2.5,40,0.42,0.853029147
1700,2.5,40,0.44,0.862032309
1700,2.5,40,0.46,0.867209313
1700,2.5,40,0.48,0.870518176
1700,2.5,40,0.5,0.873470561
1700,2.5,42,0.3,0.499758261
1700,2.5,42,0.32,0.616684445
1700,2.5,42,0.34,0.708065968
1700,2.5,42,0.36,0.772562649
1700,2.5,42,0.38,0.814858239
1700,2.5,42,0.4,0.841055628
1700,2.5,42,0.42,0.856608455
1700,2.5,42,0.44,0.865408006
1700,2.5,42,0.46,0.870381203
1700,2.5,42,0.48,0.873529273
1700,2.5,42,0.5,0.87639211
1700,2.5,44,0.3,0.497653569
1700,2.5,44,0.32,0.61512796
1700,2.5,44,0.34,0.707044699
1700,2.5,44,0.36,0.771858207
1700,2.5,44,0.38,0.814197482
1700,2.5,44,0.4,0.84021592
1700,2.5,44,0.42,0.855453778
1700,2.5,44,0.44,0.863876013
1700,2.5,44,0.46,0.868467791
1700,2.5,44,0.48,0.871275598
1700,2.5,44,0.5,0.873870671
1700,2.5,46,0.3,0.492387218
1700,2.5,46,0.32,0.61007147
1700,2.5,46,0.34,0.70229644
1700,2.5,46,0.36,0.76724809
1700,2.5,46,0.38,0.80947042
1700,2.5,46,0.4,0.835158204
1700,2.5,46,0.42,0.849932175
1700,2.5,46,0.44,0.857829096
1700,2.5,46,0.46,0.861888434
1700,2.5,46,0.48,0.864201872
1700,2.5,46,0.5,0.86637359
1700,2.5,48,0.3,0.484452269
1700,2.5,48,0.32,0.60199843
1700,2.5,48,0.34,0.694277718
1700,2.5,48,0.36,0.759165223
1700,2.5,48,0.38,0.801099175
1700,2.5,48,0.4,0.82630635
1700,2.5,48,0.42,0.840477942
1700,2.5,48,0.44,0.847715949
1700,2.5,48,0.46,0.851106449
1700,2.5,48,0.48,0.852784034
1700,2.5,48,0.5,0.854384977
1700,2.5,50,0.3,0.474378809
1700,2.5,50,0.32,0.591450867
1700,2.5,50,0.34,0.683516174
1700,2.5,50,0.36,0.748116524
1700,2.5,50,0.38,0.789576168
1700,2.5,50,0.4,0.81414736
1700,2.5,50,0.42,0.827580007
1700,2.5,50,0.44,0.834030787
1700,2.5,50,0.46,0.836621286
1700,2.5,50,0.48,0.837524245
1700,2.5,50,0.5,0.838404023
1700,2.6,30,0.3,0.494990385
1700,2.6,30,0.32,0.595333692
1700,2.6,30,0.34,0.665832409
1700,2.6,30,0.36,0.710565589
1700,2.6,30,0.38,0.736596918
1700,2.6,30,0.4,0.750051675
1700,2.6,30,0.42,0.755329716
1700,2.6,30,0.44,0.755317562
1700,2.6,30,0.46,0.752043979
1700,2.6,30,0.48,0.747197376
1700,2.6,30,0.5,0.741768265
1700,2.6,32,0.3,0.514715223
1700,2.6,32,0.32,0.615685512
1700,2.6,32,0.34,0.686877943
1700,2.6,32,0.36,0.732586217
1700,2.6,32,0.38,0.759771701
1700,2.6,32,0.4,0.774477183
1700,2.6,32,0.42,0.78110592
1700,2.6,32,0.44,0.782594688
1700,2.6,32,0.46,0.781037527
1700,2.6,32,0.48,0.778203545
1700,2.6,32,0.5,0.775150519
1700,2.6,34,0.3,0.531413015
1700,2.6,34,0.32,0.633363073
1700,2.6,34,0.34,0.705414522
1700,2.6,34,0.36,0.752018165
1700,2.6,34,0.38,0.780102255
1700,2.6,34,0.4,0.795700292
1700,2.6,34,0.42,0.803255707
1700,2.6,34,0.44,0.805763857
1700,2.6,34,0.46,0.805379477
1700,2.6,34,0.48,0.803934914
1700,2.6,34,0.5,0.802532443
1700,2.6,36,0.3,0.544727282
1700,2.6,36,0.32,0.647787792
1700,2.6,36,0.34,0.720703527
1700,2.6,36,0.36,0.768040184
1700,2.6,36,0.38,0.796741643
1700,2.6,36,0.4,0.812884099
1700,2.6,36,0.42,0.820977415
1700,2.6,36,0.44,0.82408165
1700,2.6,36,0.46,0.824410941
1700,2.6,36,0.48,0.823849755
1700,2.6,36,0.5,0.823534044
1700,2.6,38,0.3,0.554415411
1700,2.6,38,0.32,0.658581684
1700,2.6,38,0.34,0.732290635
1700,2.6,38,0.36,0.780176761
1700,2.6,38,0.38,0.809230264
1700,2.6,38,0.4,0.825606466
1700,2.6,38,0.42,0.833901026
1700,2.6,38,0.44,0.83724401
1700,2.6,38,0.46,0.837908925
1700,2.6,38,0.48,0.837825772
1700,2.6,38,0.5,0.838159633
1700,2.6,40,0.3,0.560384606
1700,2.6,40,0.32,0.665570291
1700,2.6,40,0.34,0.73996775
1700,2.6,40,0.36,0.788226783
1700,2.6,40,0.38,0.817400185
1700,2.6,40,0.4,0.833746626
1700,2.6,40,0.42,0.841961414
1700,2.6,40,0.44,0.84524903
1700,2.6,40,0.46,0.84594176
1700,2.6,40,0.48,0.846011497
1700,2.6,40,0.5,0.846650625
1700,2.6,42,0.3,0.562700842
1700,2.6,42,0.32,0.668764356
1700,2.6,42,0.34,0.743726856
1700,2.6,42,0.36,0.792195835
1700,2.6,42,0.38,0.821292005
1700,2.6,42,0.4,0.837391122
1700,2.6,42,0.42,0.845296422
1700,2.6,42,0.44,0.848289294
1700,2.6,42,0.46,0.848758608
1700,2.6,42,0.48,0.848715884
1700,2.6,42,0.5,0.849379864
1700,2.6,44,0.3,0.561576146
1700,2.6,44,0.32,0.668331234
1700,2.6,44,0.34,0.743716455
1700,2.6,44,0.36,0.792241046
1700,2.6,44,0.38,0.821091301
1700,2.6,44,0.4,0.836764369
1700,2.6,44,0.42,0.844173524
1700,2.6,44,0.44,0.846676317
1700,2.6,44,0.46,0.846713968
1700,2.6,44,0.48,0.846335231
1700,2.6,44,0.5,0.846784288
1700,2.6,46,0.3,0.557342762
1700,2.6,46,0.32,0.664564341
1700,2.6,46,0.34,0.740206439
1700,2.6,46,0.36,0.788631945
1700,2.6,46,0.38,0.817086128
1700,2.6,46,0.4,0.832183667
1700,2.6,46,0.42,0.838943414
1700,2.6,46,0.44,0.840793951
1700,2.6,46,0.46,0.840222481
1700,2.6,46,0.48,0.839311099
1700,2.6,46,0.5,0.839328021
1700,2.6,48,0.3,0.550420247
1700,2.6,48,0.32,0.657853377
1700,2.6,48,0.34,0.733560878
1700,2.6,48,0.36,0.781724479
1700,2.6,48,0.38,0.809641185
1700,2.6,48,0.4,0.824033199
1700,2.6,48,0.42,0.830014156
1700,2.6,48,0.44,0.83107359
1700,2.6,48,0.46,0.82973611
1700,2.6,48,0.48,0.828110679
1700,2.6,48,0.5,0.827487038
1700,2.6,50,0.3,0.541279111
1700,2.6,50,0.32,0.648654499
1700,2.6,50,0.34,0.724214557
1700,2.6,50,0.36,0.771941987
1700,2.6,50,0.38,0.799181347
1700,2.6,50,0.4,0.812749058
1700,2.6,50,0.42,0.817837562
1700,2.6,50,0.44,0.817982473
1700,2.6,50,0.46,0.815734861
1700,2.6,50,0.48,0.813220829
1700,2.6,50,0.5,0.811747127
1700,2.7,30,0.3,0.55070692
1700,2.7,30,0.32,0.635139752
1700,2.7,30,0.34,0.688998911
1700,2.7,30,0.36,0.720528833
1700,2.7,30,0.38,0.736920029
1700,2.7,30,0.4,0.743086399
1700,2.7,30,0.42,0.742403633
1700,2.7,30,0.44,0.737000923
1700,2.7,30,0.46,0.728783578
1700,2.7,30,0.48,0.71909009
1700,2.7,30,0.5,0.708337869
1700,2.7,32,0.3,0.568605266
1700,2.7,32,0.32,0.653508126
1700,2.7,32,0.34,0.708240685
1700,2.7,32,0.36,0.740914092
1700,2.7,32,0.38,0.758533689
1700,2.7,32,0.4,0.766001198
1700,2.7,32,0.42,0.766751636
1700,2.7,32,0.44,0.763035011
1700,2.7,32,0.46,0.75688686
1700,2.7,32,0.48,0.749794538
1700,2.7,32,0.5,0.742365095
1700,2.7,34,0.3,0.584311937
1700,2.7,34,0.32,0.669991506
1700,2.7,34,0.34,0.725581387
1700,2.7,34,0.36,0.759145247
1700,2.7,34,0.38,0.777619571
1700,2.7,34,0.4,0.78594806
1700,2.7,34,0.42,0.787646959
1700,2.7,34,0.44,0.785074176
1700,2.7,34,0.46,0.780367736
1700,2.7,34,0.48,0.775121933
1700,2.7,34,0.5,0.770072907
1700,2.7,36,0.3,0.597288819
1700,2.7,36,0.32,0.683851179
1700,2.7,36,0.34,0.740176561
1700,2.7,36,0.36,0.774344148
1700,2.7,36,0.38,0.793306712
1700,2.7,36,0.4,0.802089919
1700,2.7,36,0.42,0.804306793
1700,2.7,36,0.44,0.802412819
1700,2.7,36,0.46,0.798628791
1700,2.7,36,0.48,0.794628412
1700,2.7,36,0.5,0.791240679
1700,2.7,38,0.3,0.607163638
1700,2.7,38,0.32,0.694607983
1700,2.7,38,0.34,0.751511186
1700,2.7,38,0.36,0.786007648
1700,2.7,38,0.38,0.805128458
1700,2.7,38,0.4,0.81401192
1700,2.7,38,0.42,0.816378264
1700,2.7,38,0.44,0.814772394
1700,2.7,38,0.46,0.811483801
1700,2.7,38,0.48,0.808246963
1700,2.7,38,0.5,0.805961522
1700,2.7,40,0.3,0.613740865
1700,2.7,40,0.32,0.702010584
1700,2.7,40,0.34,0.75933228
1700,2.7,40,0.36,0.793915346
1700,2.7,40,0.38,0.812913203
1700,2.7,40,0.4,0.821599834
1700,2.7,40,0.42,0.823808455
1700,2.7,40,0.44,0.822166033
1700,2.7,40,0.46,0.819020422
1700,2.7,40,0.48,0.816153375
1700,2.7,40,0.5,0.814520932
1700,2.7,42,0.3,0.616992845
1700,2.7,42,0.32,0.705996556
1700,2.7,42,0.34,0.763586351
1700,2.7,42,0.36,0.79805092
1700,2.7,42,0.38,0.816694878
1700,2.7,42,0.4,0.824943029
1700,2.7,42,0.42,0.826742466
1700,2.7,42,0.44,0.824794324
1700,2.7,42,0.46,0.821496502
1700,2.7,42,0.48,0.81866723
1700,2.7,42,0.5,0.8173089
1700,2.7,44,0.3,0.617038178
1700,2.7,44,0.32,0.706653984
1700,2.7,44,0.34,0.764367849
1700,2.7,44,0.36,0.79854139
1700,2.7,44,0.38,0.816645947
1700,2.7,44,0.4,0.824263424
1700,2.7,44,0.42,0.825450162
1700,2.7,44,0.44,0.822972063
1700,2.7,44,0.46,0.819269143
1700,2.7,44,0.48,0.816186408
1700,2.7,44,0.5,0.814764141
1700,2.7,46,0.3,0.614114789
1700,2.7,46,0.32,0.70418887
1700,2.7,46,0.34,0.761881534
1700,2.7,46,0.36,0.795615355
1700,2.7,46,0.38,0.813032502
